id,address,city,state,zip,country,lat,lon,type
332099,234 Glenwood Ave #266,Bloomfield,NJ,7003,US,40.790894,-74.200757,Dunkin Donuts
332100,271 Highway 36,West Long Branch,NJ,7764,US,40.294388,-74.03278,Dunkin Donuts
332116,127 Tremont St,Boston,MA,2108,US,42.356397,-71.061952,Dunkin Donuts
332118,848 Nazareth Pike,Nazareth,PA,18064,US,40.731713,-75.312647,Dunkin Donuts
332120,33 Utica St,Clinton,NY,13323,US,43.052199,-75.374346,Dunkin Donuts
332121,213 Genesee St,Oneida,NY,13421,US,43.078543,-75.64572,Dunkin Donuts
332122,672 Plainfield St,Providence,RI,2909,US,41.811998,-71.461272,Dunkin Donuts
332127,369 East Main St,Thomaston,CT,6787,US,41.674437,-73.063947,Dunkin Donuts
332132,45 Quaker Ave,Cornwall,NY,12518,US,41.433789,-74.039309,Dunkin Donuts
332134,506 W Center St,West Bridgewater,MA,2379,US,42.014884,-71.040165,Dunkin Donuts
332135,5305 Washington St,West Roxbury,MA,2132,US,42.258648,-71.160509,Dunkin Donuts
332137,421 Route 211 E,Middletown,NY,10940,US,41.456144,-74.385932,Dunkin Donuts
332138,3024 Washington Rd,Augusta,GA,30907,US,33.512085,-82.046228,Dunkin Donuts
332140,204 Route 206 N,Andover,NJ,7821,US,40.99585,-74.74315,Dunkin Donuts
332145,1353 Route 28,South Yarmouth,MA,2664,US,41.666612,-70.184828,Dunkin Donuts
332146,37 Belmont St,Brockton,MA,2301,US,42.080536,-71.02144,Dunkin Donuts
332150,1780 E Gun Hill Rd,Bronx,NY,10469,US,40.863307,-73.834348,Dunkin Donuts
332152,492 Ct Rte 2,Preston,CT,6365,US,41.487299,-71.973637,Dunkin Donuts
332153,295 Spielman Hwy.,Burlington,CT,6013,US,41.770411,-72.971539,Dunkin Donuts
332154,2144 Boston Rd,Wilbraham,MA,1095,US,42.151113,-72.467815,Dunkin Donuts
332159,360 Jacksonville Rd,Warminster,PA,18974,US,40.193212,-75.087107,Dunkin Donuts
332236,531 Van Houten Ave,Clifton,NJ,7013,US,40.856137,-74.145012,Dunkin Donuts
332237,456 Ridgedale Ave,East Hanover,NJ,7936,US,40.827103,-74.358503,Dunkin Donuts
332240,1724 Hillsboro Blvd,Deerfield Beach,FL,33442,US,26.317523,-80.127243,Dunkin Donuts
332243,9 Gramatan Ave # 15,Mount Vernon,NY,10550,US,40.912651,-73.836992,Dunkin Donuts
332244,515 Pawtucket Blvd.,Lowell,MA,1854,US,42.64133,-71.352666,Dunkin Donuts
332245,Harvard MBTA Station,Cambridge,MA,2163,US,42.373471,-71.11895,Dunkin Donuts
332247,4610 Washington St,Roslindale,MA,2131,US,42.275235,-71.139544,Dunkin Donuts
332256,192 DIVISION ST,PAWTUCKET,RI,2860,US,41.873981,-71.377203,Dunkin Donuts
332257,7858 State Route 434,Apalachin,NY,13732,US,42.058745,-76.139779,Dunkin Donuts
332258,504 21st St,Vero Beach,FL,32960,US,27.640288,-80.383672,Dunkin Donuts
332262,9827 River Rd,Utica,NY,13502,US,43.126522,-75.23708,Dunkin Donuts
332263,3348 Pawtucket Ave,East Providence,RI,2915,US,41.783006,-71.363097,Dunkin Donuts
332264,80 West Ave,Saratoga Springs,NY,12866,US,43.079781,-73.803532,Dunkin Donuts
332266,1886 Revere Beach Pkwy,Everett,MA,2149,US,42.40243,-71.050016,Dunkin Donuts
332267,632 Main St,Wakefield,MA,1880,US,42.497241,-71.069154,Dunkin Donuts
332268,105 North St,Salem,MA,1970,US,42.526334,-70.901064,Dunkin Donuts
332290,2210 Route 32,Montville,CT,6353,US,41.485688,-72.100209,Dunkin Donuts
332291,100 Weston Rd,Sunrise,FL,33326,US,26.12179,-80.36105,Dunkin Donuts
332292,10754 SW 24th St,Miami,FL,33165,US,25.746471,-80.369052,Dunkin Donuts
332295,68 Route 173,Hampton,NJ,8827,US,40.636496,-74.970145,Dunkin Donuts
332335,62 State St,Newburyport,MA,1950,US,42.809798,-70.87056,Dunkin Donuts
332336,435 Boulevard,Hasbrouck Heights,NJ,7604,US,40.869554,-74.070854,Dunkin Donuts
332337,1091 River Ave,Lakewood,NJ,8701,US,40.057605,-74.219588,Dunkin Donuts
332342,6699 Frontier Dr,Springfield,VA,22150,US,38.773252,-77.176671,Dunkin Donuts
332345,3504 Bell Blvd,Bayside,NY,11361,US,40.7688,-73.77406,Dunkin Donuts
332346,23-40 Bell Blvd,Bayside,NY,11361,US,40.781151,-73.776039,Dunkin Donuts
332347,219-02 Horace Harding Blvd,Flushing,NY,11364,US,40.748269,-73.758326,Dunkin Donuts
332351,1939 Linden Blvd,Brooklyn,NY,11207,US,40.65918,-73.89065,Dunkin Donuts
332353,418 Coney Island Ave,Brooklyn,NY,11218,US,40.64769,-73.97162,Dunkin Donuts
332355,3732 E. Tremont Ave,Bronx,NY,10465,US,40.826428,-73.822162,Dunkin Donuts
332358,435 Lewis Ave,Meriden,CT,6451,US,41.549469,-72.800643,Dunkin Donuts
332359,4 Oak St,Gardner,MA,1440,US,42.576198,-71.998685,Dunkin Donuts
332361,1196 Sandwich Rd,East Falmouth,MA,2536,US,41.624834,-70.550908,Dunkin Donuts
332362,532 Westgate Dr,Brockton,MA,2301,US,42.095363,-71.052291,Dunkin Donuts
332371,325 Gorham Rd,South Portland,ME,4106,US,43.63588,-70.328943,Dunkin Donuts
332375,1001 Macarthur Blvd,Mahwah,NJ,7430,US,41.078662,-74.166158,Dunkin Donuts
332379,3630 Old Milton Pkwy,Alpharetta,GA,30005,US,34.065409,-84.254095,Dunkin Donuts
332393,7601 Lindbergh Blvd,Philadelphia,PA,19153,US,39.904827,-75.23839,Dunkin Donuts
332397,4010 N. Western Ave.,Chicago,IL,60618,US,41.954507,-87.688974,Dunkin Donuts
332403,594 New Haven Ave,Milford,CT,6460,US,41.225474,-73.028914,Dunkin Donuts
332408,700 E Hunting Park Ave,Philadelphia,PA,19124,US,40.011282,-75.113031,Dunkin Donuts
332411,3633 Route 9 N,Freehold,NJ,7728,US,40.243389,-74.279377,Dunkin Donuts
332420,443 Chelmsford St,Lowell,MA,1851,US,42.627965,-71.322481,Dunkin Donuts
332425,392 Karner Rd,Albany,NY,12205,US,42.733573,-73.848976,Dunkin Donuts
332445,1342 Amsterdam Ave,New York,NY,10027,US,40.81362,-73.95614,Dunkin Donuts
332479,5650 W Fullerton Ave,Chicago,IL,60639,US,41.924241,-87.768158,Dunkin Donuts
332495,12173 S. Orange Blossom Trl,Orlando,FL,32837,US,28.38901,-81.403929,Dunkin Donuts
332496,3701 Wilkens Ave,Baltimore,MD,21229,US,39.270077,-76.68228,Dunkin Donuts
332499,2951 Market St,Philadelphia,PA,19104,US,39.956136,-75.181857,Dunkin Donuts
332500,1120 Main St,Hanson,MA,2341,US,42.043547,-70.882504,Dunkin Donuts
332501,1 Bennington St,Revere,MA,2151,US,42.397413,-70.992065,Dunkin Donuts
332505,601 Jericho Tpke.,New Hyde Park,NY,11040,US,40.73209,-73.68824,Dunkin Donuts
332519,38 Langley Rd,Newton,MA,2459,US,42.330758,-71.192832,Dunkin Donuts
332614,120 Hoosick St,Troy,NY,12180,US,42.738964,-73.677393,Dunkin Donuts
332743,28 N Mountain Blvd,Mountain Top,PA,18707,US,41.164156,-75.884659,Dunkin Donuts
332744,2000 Post Rd,Warwick,RI,2886,US,41.727691,-71.438245,Dunkin Donuts
332745,14305 Miramar Parkway,Miramar,FL,33027,US,25.980339,-80.336692,Dunkin Donuts
332746,223 Newport Ave,Rumford,RI,2916,US,41.853347,-71.354702,Dunkin Donuts
332757,915 High St,Westwood,MA,2090,US,42.217447,-71.224617,Dunkin Donuts
332761,100 City Hall Plaza,Boston,MA,2114,US,42.35907,-71.059627,Dunkin Donuts
332772,669 Route 17 South,Paramus,NJ,7652,US,40.966533,-74.078512,Dunkin Donuts
332773,542 Myrtle Ave,Boonton,NJ,7005,US,40.908123,-74.397933,Dunkin Donuts
332776,440 S Main St,Colchester,CT,6415,US,41.566296,-72.324214,Dunkin Donuts
332777,11 Skyway Shopping Ctr,Plattsburgh,NY,12901,US,44.679589,-73.451431,Dunkin Donuts
332779,138-17 Hillside Ave,Jamaica,NY,11435,US,40.704601,-73.816023,Dunkin Donuts
332794,4399a White Plains Rd,Bronx,NY,10466,US,40.898365,-73.854534,Dunkin Donuts
332798,2 E Kingsbridge Ave,Bronx,NY,10468,US,40.867306,-73.897197,Dunkin Donuts
332804,238 Grove St,Braintree,MA,2184,US,42.191189,-70.988832,Dunkin Donuts
332826,654 Bear Swamp Rd,Peru,NY,12972,US,44.57799,-73.50844,Dunkin Donuts
332838,606 Washington St,South Easton,MA,2375,US,42.046673,-71.080144,Dunkin Donuts
332840,5641 Okeechobee Rd,West Palm Beach,FL,33407,US,26.707881,-80.1301,Dunkin Donuts
332848,21401 Powerline Rd,Boca Raton,FL,33433,US,26.359591,-80.153381,Dunkin Donuts
332859,546 1st Nh Tpke,Northwood,NH,3261,US,43.209123,-71.179909,Dunkin Donuts
332860,2441 Route 38,Cherry Hill,NJ,8002,US,39.940712,-75.006212,Dunkin Donuts
332861,147 Pelham St,Methuen,MA,1844,US,42.72822,-71.202267,Dunkin Donuts
332873,1239 Division Rd,East Greenwich,RI,2818,US,41.663136,-71.498592,Dunkin Donuts
332874,1128 Duanesburg Rd.,Rotterdam,NY,12306,US,42.781403,-74.028778,Dunkin Donuts
332875,718 Washington St,Attleboro,MA,2703,US,41.908304,-71.363773,Dunkin Donuts
332876,69 Main St,Wynantskill,NY,12198,US,42.697394,-73.646176,Dunkin Donuts
332881,448 Hartford Tpke,Vernon Rockville,CT,6066,US,41.829183,-72.480099,Dunkin Donuts
332893,7500 Frankford Ave,Philadelphia,PA,19136,US,40.038657,-75.036051,Dunkin Donuts
332894,22722 State Road 54,Lutz,FL,33549,US,28.185359,-82.440081,Dunkin Donuts
332895,1001 S Ponce De Leon Blvd,St Augustine,FL,32084,US,29.879345,-81.324395,Dunkin Donuts
332907,1101 N. Colony Rd,Wallingford,CT,6492,US,41.497133,-72.810366,Dunkin Donuts
332915,851 Yonkers Ave,Yonkers,NY,10704,US,40.920513,-73.861258,Dunkin Donuts
332922,269 West Main St,Dudley,MA,1571,US,42.034896,-71.922283,Dunkin Donuts
332923,76 Main St.,Leominster,MA,1453,US,42.528696,-71.758636,Dunkin Donuts
332924,561 Milltown Rd. # 567,North Brunswick,NJ,8902,US,40.466959,-74.451997,Dunkin Donuts
332925,154 King St,Boscawen,NH,3303,US,43.311248,-71.61529,Dunkin Donuts
332926,386 E. Main St,Southbridge,MA,1550,US,42.07077,-72.014225,Dunkin Donuts
332933,265 Franklin St,Boston,MA,2109,US,42.356547,-71.053354,Dunkin Donuts
332934,700 S Main St,Sharon,MA,2067,US,42.094664,-71.219639,Dunkin Donuts
332939,624 Bayway Ave,Elizabeth,NJ,7202,US,40.646093,-74.214861,Dunkin Donuts
332941,9834 Bustleton Ave,Philadelphia,PA,19115,US,40.093936,-75.03212,Dunkin Donuts
332962,1769 Arthurkill Rd.,Staten Island,NY,10312,US,40.559419,-74.197728,Dunkin Donuts
332963,1600 John F Kennedy Blvd,Philadelphia,PA,19103,US,39.953948,-75.166628,Dunkin Donuts
332967,1670 Nixon Dr,Moorestown,NJ,8057,US,39.946424,-74.959862,Dunkin Donuts
332969,20551 S. Lagrange Rd,Frankfort,IL,60423,US,41.517623,-87.849249,Dunkin Donuts
332971,175 Water Street,Skowhegan,ME,4976,US,44.767168,-69.7158,Dunkin Donuts
332974,132 Bronx River Rd,Yonkers,NY,10704,US,40.905227,-73.857973,Dunkin Donuts
332981,1287 Page Boulevard,Springfield,MA,1104,US,42.150018,-72.537165,Dunkin Donuts
332984,152 Silver Street,Agawam,MA,1001,US,42.062231,-72.631492,Dunkin Donuts
332985,3086 South Main St.,Bondsville,MA,1009,US,42.207743,-72.347888,Dunkin Donuts
332986,217 Main St,Yalesville,CT,6492,US,41.481935,-72.826716,Dunkin Donuts
332988,2431 E. Silver Springs Blvd,Ocala,FL,34470,US,29.187353,-82.10467,Dunkin Donuts
332989,1142 Saxon Blvd,Orange City,FL,32763,US,28.91079,-81.280255,Dunkin Donuts
332991,1935 East Osceola Pkwy,Buena Ventura Lakes,FL,34743,US,28.34568,-81.366378,Dunkin Donuts
332995,850 Bronx River Rd,Yonkers,NY,10708,US,40.92804,-73.842081,Dunkin Donuts
332998,421 Quincy Ave,Braintree,MA,2184,US,42.23412,-70.97641,Dunkin Donuts
333005,741 W Main St,New Britain,CT,6053,US,41.666812,-72.807658,Dunkin Donuts
333012,348 Colt Highway,Farmington,CT,6032,US,41.711206,-72.808428,Dunkin Donuts
333013,694 N Colony Rd,Wallingford,CT,6492,US,41.478714,-72.812343,Dunkin Donuts
333014,860 Elmwood Ave,Providence,RI,2907,US,41.789081,-71.420948,Dunkin Donuts
334682,2806 Mt. Ephraim Ave,Camden,NJ,8104,US,39.90929,-75.097585,Dunkin Donuts
334684,1800 Atlantic Ave,Atlantic City,NJ,8401,US,39.359862,-74.433132,Dunkin Donuts
334685,2 Garfield Avenue,Jersey City,NJ,7305,US,40.685905,-74.098535,Dunkin Donuts
334687,400 Quarry St,Fall River,MA,2723,US,41.693604,-71.139378,Dunkin Donuts
334688,3040 Main St,Glastonbury,CT,6033,US,41.727356,-72.615835,Dunkin Donuts
334689,262 Meriden Waterbury Tpke,Southington,CT,6489,US,41.557591,-72.853149,Dunkin Donuts
334690,42 Windsor Ave,Vernon Rockville,CT,6066,US,41.867477,-72.468795,Dunkin Donuts
334692,95 West St,Chicopee,MA,1013,US,42.143073,-72.611139,Dunkin Donuts
334693,1019 Rte 202,Ringoes,NJ,8551,US,40.440849,-74.857741,Dunkin Donuts
334700,607 Pleasant St,Paxton,MA,1612,US,42.306478,-71.923631,Dunkin Donuts
334706,402 Grand St,Jersey City,NJ,7302,US,40.717091,-74.052378,Dunkin Donuts
334708,5075 Peachtree Pkwy,Norcross,GA,30092,US,33.984724,-84.213739,Dunkin Donuts
334714,2420 New York Ave Ne,Washington,DC,20002,US,38.917536,-76.970353,Dunkin Donuts
334715,101 Summer St.,Boston,MA,2110,US,42.35354,-71.057967,Dunkin Donuts
334716,3915 S. Salina,Syracuse,NY,13205,US,43.010313,-76.141961,Dunkin Donuts
334718,915 N New Rd,Pleasantville,NJ,8232,US,39.408533,-74.520404,Dunkin Donuts
334720,33 W Allendale Ave,Allendale,NJ,7401,US,41.030028,-74.127198,Dunkin Donuts
334723,1255 Springfield Ave,New Providence,NJ,7974,US,40.706822,-74.405232,Dunkin Donuts
334724,401 Main St,Mashpee,MA,2649,US,41.649253,-70.482055,Dunkin Donuts
334726,60 Riverview Drive,Wayne,NJ,7470,US,40.912371,-74.242534,Dunkin Donuts
334727,10009 Astoria Blvd,East Elmhurst,NY,11369,US,40.76216,-73.86901,Dunkin Donuts
334728,475 Southampton Rd,Westfield,MA,1085,US,42.155872,-72.725376,Dunkin Donuts
334734,234 Milliken Blvd,Fall River,MA,2721,US,41.699449,-71.159771,Dunkin Donuts
334736,381 Portsmouth Ave,Greenland,NH,3840,US,43.03976,-70.82794,Dunkin Donuts
334756,300 Terminal Dr,East Boston,MA,2128,US,42.366642,-71.01636,Dunkin Donuts
334763,30 Lackey Dam Rd,Uxbridge,MA,1569,US,42.085984,-71.695597,Dunkin Donuts
334764,427 Anderson Ave,Fairview,NJ,7022,US,40.821901,-73.992621,Dunkin Donuts
334771,194 Connell Hwy,Newport,RI,2840,US,41.50962,-71.318311,Dunkin Donuts
334773,471 Putnam Pike,Smithfield,RI,2917,US,41.870687,-71.531335,Dunkin Donuts
334774,11706 Alpharetta Hwy,Roswell,GA,30076,US,34.065561,-84.320583,Dunkin Donuts
334776,15469 Sw 137th Ave,Miami,FL,33177,US,25.623477,-80.414392,Dunkin Donuts
334777,1400 Lantana Rd,Lantana,FL,33462,US,26.587429,-80.066156,Dunkin Donuts
334778,1470 SW 8th St,Boynton Beach,FL,33426,US,26.516274,-80.076893,Dunkin Donuts
334783,19 Waterbury Road,Prospect,CT,6712,US,41.505378,-72.980424,Dunkin Donuts
334786,5265 Six Forks Rd.,Raleigh,NC,27609,US,35.852968,-78.642809,Dunkin Donuts
334799,213 Concord St,Peterborough,NH,3458,US,42.890852,-71.943313,Dunkin Donuts
334898,80 Madison Ave,New York,NY,10016,US,40.744504,-73.985966,Dunkin Donuts
334902,525 8th Ave,New York,NY,10018,US,40.753669,-73.992419,Dunkin Donuts
334913,222 Broadway,Cambridge,MA,2142,US,42.36655,-71.09409,Dunkin Donuts
334914,630 Washington St.,Boston,MA,2111,US,42.352339,-71.062559,Dunkin Donuts
334916,111 State Street,Boston,MA,2109,US,42.359102,-71.054752,Dunkin Donuts
334917,21 Asylum St,Hartford,CT,6103,US,41.766779,-72.674666,Dunkin Donuts
334918,811 Rte 66,Hudson,NY,12534,US,42.271886,-73.723869,Dunkin Donuts
334920,1885 State Route 57,Hackettstown,NJ,7840,US,40.820467,-74.83799,Dunkin Donuts
334921,99 Borelli Blvd,Paulsboro,NJ,8066,US,39.819672,-75.237517,Dunkin Donuts
334928,136 Lakeside Dr,Landing,NJ,7850,US,40.907254,-74.665664,Dunkin Donuts
334933,182 Saw Mill River Rd,Elmsford,NY,10523,US,41.060801,-73.815017,Dunkin Donuts
334937,4426 Weston Rd.,Davie,FL,33331,US,26.063754,-80.362046,Dunkin Donuts
334948,215 Fourteenth St,Jersey City,NJ,7310,US,40.732237,-74.044807,Dunkin Donuts
335006,144 Mountain Rd,Suffield,CT,6078,US,41.983822,-72.656095,Dunkin Donuts
335007,570 Sumner Avenue,Springfield,MA,1108,US,42.086881,-72.556016,Dunkin Donuts
335009,234 Washington St,Hudson,MA,1749,US,42.37977,-71.566033,Dunkin Donuts
335011,1800 Hyde Park Ave,Hyde Park,MA,2136,US,42.237878,-71.132123,Dunkin Donuts
335014,8775 Bay Pkwy,Brooklyn,NY,11214,US,40.598238,-73.997287,Dunkin Donuts
335015,1755 Francis Lewis Blvd,Whitestone,NY,11357,US,40.78237,-73.8035,Dunkin Donuts
335022,200 Buckelew Ave,Jamesburg,NJ,8831,US,40.346694,-74.433655,Dunkin Donuts
335032,50 Leominster Rd,Sterling,MA,1564,US,42.444486,-71.752294,Dunkin Donuts
335034,593 Lower Main St,Gorham,ME,4038,US,43.68898,-70.3958,Dunkin Donuts
335035,196 Us Rte 1,Scarborough,ME,4074,US,43.593036,-70.328777,Dunkin Donuts
335037,6166 Post Road,North Kingstown,RI,2852,US,41.62948,-71.462548,Dunkin Donuts
335039,47 Harding Street,Middleboro,MA,2346,US,41.90288,-70.96895,Dunkin Donuts
335041,1701 Broadway,Raynham,MA,2767,US,41.974294,-71.067625,Dunkin Donuts
335049,137 Wyckoff Ave.,Brooklyn,NY,11237,US,40.7041,-73.91854,Dunkin Donuts
335050,801 E. Commercial Blvd,Oakland Park,FL,33334,US,26.189429,-80.137021,Dunkin Donuts
335051,8565 Coral Way,Miami,FL,33155,US,25.747837,-80.334001,Dunkin Donuts
335055,133 Gano Street,Providence,RI,2906,US,41.823046,-71.389761,Dunkin Donuts
335067,3250 State Route 35,Hazlet,NJ,7730,US,40.421989,-74.187585,Dunkin Donuts
335070,815 Lafayette Blvd,Bridgeport,CT,6604,US,41.173479,-73.192486,Dunkin Donuts
335170,1212 Madison Avenue,Paterson,NJ,7503,US,40.899996,-74.160685,Dunkin Donuts
335173,1200 Pulaski Hwy,Bear,DE,19701,US,39.629114,-75.666613,Dunkin Donuts
335176,16 East Main St,West Yarmouth,MA,2673,US,41.657503,-70.270388,Dunkin Donuts
335178,801 West Diversey Pkwy,Chicago,IL,60614,US,41.932603,-87.649458,Dunkin Donuts
335188,1254 Stelton Rd,Piscataway,NJ,8854,US,40.541218,-74.423832,Dunkin Donuts
335397,1710 West Shore Road,Warwick,RI,2889,US,41.701956,-71.385754,Dunkin Donuts
335401,Route 53 & Station,Denville,NJ,7834,US,40.874035,-74.482171,Dunkin Donuts
335403,18 Old Stratford Rd,Shelton,CT,6484,US,41.276364,-73.119087,Dunkin Donuts
335404,440 E Sanford Blvd,Mount Vernon,NY,10550,US,40.900874,-73.819657,Dunkin Donuts
335407,829 Tamiami Trl,Port Charlotte,FL,33953,US,27.017976,-82.165964,Dunkin Donuts
335411,3935 Lawrenceville Hwy,Lilburn,GA,30047,US,33.906138,-84.112184,Dunkin Donuts
335416,155 Church St,Pembroke,MA,2359,US,42.107333,-70.770721,Dunkin Donuts
335426,649 N Independence Blvd,Romeoville,IL,60446,US,41.654247,-88.079773,Dunkin Donuts
335428,1148 Beacon St,Newton,MA,2461,US,42.330824,-71.209663,Dunkin Donuts
335429,230 Farmington Ave,Farmington,CT,6032,US,41.73785,-72.795466,Dunkin Donuts
335433,120 Rte 206 & Old Gladstone Rd,Chester,NJ,7930,US,40.780773,-74.698451,Dunkin Donuts
335436,612 Middlesex Tpke,Billerica,MA,1821,US,42.533426,-71.262902,Dunkin Donuts
335439,1208 Berryville Rd,Winchester,VA,22601,US,39.184917,-78.140336,Dunkin Donuts
335440,13810 Connecticut Ave,Aspen Hill,MD,20906,US,39.080911,-77.080919,Dunkin Donuts
335449,5506 Chestnut St,Philadelphia,PA,19139,US,39.959172,-75.231375,Dunkin Donuts
335450,2921 James St,Syracuse,NY,13206,US,43.069255,-76.105893,Dunkin Donuts
335456,10 Hartford Ave,Upton,MA,1568,US,42.170889,-71.619566,Dunkin Donuts
335460,22 W Stafford Rd,Stafford Springs,CT,6076,US,41.964411,-72.319297,Dunkin Donuts
335462,621 Metacom Ave,Warren,RI,2885,US,41.717495,-71.268927,Dunkin Donuts
335465,5889 W Irlo Bronson Hwy,Kissimmee,FL,34746,US,28.333461,-81.519677,Dunkin Donuts
335467,1479 Lincoln Way E,Chambersburg,PA,17201,US,39.925228,-77.616623,Dunkin Donuts
335468,9404 A Reisterstown Rd,Owings Mills,MD,21117,US,39.400337,-76.753883,Dunkin Donuts
335470,41 Bangor St,Augusta,ME,4330,US,44.319279,-69.765877,Dunkin Donuts
335478,1702 Faulkland Rd,Wilmington,DE,19805,US,39.74698,-75.611492,Dunkin Donuts
335482,Maple Court Mall,Newark,NJ,7105,US,40.722529,-74.164921,Dunkin Donuts
335484,1451 Stuyvesant Ave.,Union,NJ,7083,US,40.705706,-74.260814,Dunkin Donuts
335507,1525 Route 206,Bedminster,NJ,7921,US,40.679704,-74.650557,Dunkin Donuts
335510,119 Plaistow Rd,Plaistow,NH,3865,US,42.815553,-71.103172,Dunkin Donuts
335512,32 Rte 103 West,Warner,NH,3278,US,43.289276,-71.833533,Dunkin Donuts
335516,2618 Easton Rd,Willow Grove,PA,19090,US,40.169092,-75.126912,Dunkin Donuts
335522,190 Marietta St,Atlanta,GA,30303,US,33.758288,-84.394698,Dunkin Donuts
335524,52 Church St,Belmont,MA,2478,US,42.38694,-71.190953,Dunkin Donuts
335532,737 4th Avenue,Brooklyn,NY,11232,US,40.66051,-73.99759,Dunkin Donuts
335535,41 S. Main St,West Hartford,CT,6107,US,41.758978,-72.742875,Dunkin Donuts
335537,629 George Washington Hwy,Lincoln,RI,2865,US,41.934932,-71.477024,Dunkin Donuts
335539,255 West Seneca Street,Oswego,NY,13126,US,43.452968,-76.530612,Dunkin Donuts
335541,5 Stockwell Drive,Avon,MA,2322,US,42.126324,-71.068072,Dunkin Donuts
335542,538 Main St,Winchester,MA,1890,US,42.45213,-71.136699,Dunkin Donuts
335543,375 King St,Northampton,MA,1060,US,42.337543,-72.63668,Dunkin Donuts
335547,5930 Coral Ridge Drive,Coral Springs,FL,33076,US,26.304676,-80.280456,Dunkin Donuts
335560,255 Main Street,Rutland,MA,1543,US,42.376124,-71.955173,Dunkin Donuts
335562,8 Union St,Whitefield,NH,3598,US,44.371967,-71.611234,Dunkin Donuts
335573,851 Hingham St,Rockland,MA,2370,US,42.161179,-70.901241,Dunkin Donuts
335574,190 Amherst St,Nashua,NH,3060,US,42.775084,-71.489992,Dunkin Donuts
335577,4012 Brigantine Blvd,Brigantine,NJ,8203,US,39.394599,-74.398299,Dunkin Donuts
335586,360-364 Sea Street,Quincy,MA,2169,US,42.262481,-70.985493,Dunkin Donuts
335596,4007 Merrick Rd,Seaford,NY,11783,US,40.66676,-73.48401,Dunkin Donuts
335599,421 Central Ave.,Westfield,NJ,7090,US,40.649065,-74.341885,Dunkin Donuts
335602,112 Elliott St,Beverly,MA,1915,US,42.554875,-70.883476,Dunkin Donuts
335624,3351 Route 66,Neptune,NJ,7753,US,40.228732,-74.067432,Dunkin Donuts
335625,56 Park Ave,Rutherford,NJ,7070,US,40.82783,-74.103291,Dunkin Donuts
335628,928 Plain Street,Marshfield,MA,2050,US,42.106968,-70.755263,Dunkin Donuts
335630,490 King St.,Franklin,MA,2038,US,42.06586,-71.399339,Dunkin Donuts
335670,317 Falmouth Rd,Hyannis,MA,2601,US,41.662969,-70.299109,Dunkin Donuts
335674,898 Palm Bay Rd Ne,Palm Bay,FL,32905,US,28.034655,-80.646063,Dunkin Donuts
335676,30 Union St,Holbrook,MA,2343,US,42.154837,-71.009836,Dunkin Donuts
335677,470 Lynn Fells Pkwy,Melrose,MA,2176,US,42.463891,-71.062697,Dunkin Donuts
335678,456 Blue Hill Ave,Dorchester,MA,2121,US,42.30933,-71.082728,Dunkin Donuts
335679,1435-1445 Vfw Pkwy,West Roxbury,MA,2132,US,42.270867,-71.172642,Dunkin Donuts
335680,413 Lakeside Ave,Marlboro,MA,1752,US,42.341527,-71.579066,Dunkin Donuts
335686,854 Jersey Ave,Jersey City,NJ,7310,US,40.735066,-74.043737,Dunkin Donuts
335687,38 A Mill Rd,Eastchester,NY,10707,US,40.956022,-73.812693,Dunkin Donuts
335690,1273-1275 W. Broad St.,Stratford,CT,6615,US,41.191977,-73.13644,Dunkin Donuts
335691,574 Merrick Rd,Rockville Centre,NY,11570,US,40.65387,-73.63242,Dunkin Donuts
335694,367 Bridgeport Avenue,Milford,CT,6460,US,41.204228,-73.095809,Dunkin Donuts
335697,290 Broadway,Raynham,MA,2767,US,41.937555,-71.081012,Dunkin Donuts
335698,4299 Boardman Canfield Rd,Canfield,OH,44406,US,41.024154,-80.729238,Dunkin Donuts
335700,810 Welsh Rd,Horsham,PA,19044,US,40.178692,-75.178906,Dunkin Donuts
335701,25 East High St,East Hampton,CT,6424,US,41.583898,-72.502997,Dunkin Donuts
335704,17065 S. Dupont Hwy,Harrington,DE,19952,US,38.925372,-75.566009,Dunkin Donuts
335716,568 Monmouth Rd,Cream Ridge,NJ,8514,US,40.15249,-74.43615,Dunkin Donuts
335717,3325 Jefferson Davis Hwy,Alexandria,VA,22305,US,38.835142,-77.051175,Dunkin Donuts
335720,6 N. Wabash Ave,Chicago,IL,60602,US,41.882424,-87.626363,Dunkin Donuts
335722,10801 S. Cicero Ave,Oak Lawn,IL,60453,US,41.696192,-87.739326,Dunkin Donuts
335762,387 W Center St,West Bridgewater,MA,2379,US,42.016531,-71.03242,Dunkin Donuts
335766,325 Elsbree Street,Fall River,MA,2720,US,41.713687,-71.127323,Dunkin Donuts
335767,820 Allens Ave,Providence,RI,2905,US,41.792593,-71.396821,Dunkin Donuts
335768,708 Greenwich Ave,Warwick,RI,2886,US,41.71631,-71.462857,Dunkin Donuts
335770,11 Nott Highway,Ashford,CT,6278,US,41.857074,-72.178935,Dunkin Donuts
335771,244 Center St,Manchester,CT,6040,US,41.772729,-72.529436,Dunkin Donuts
335773,57 S Broad St,Meriden,CT,6450,US,41.520252,-72.802378,Dunkin Donuts
335774,509 State Route 67,Malta,NY,12020,US,42.970351,-73.794791,Dunkin Donuts
335784,1510 Brayton Ave,Fall River,MA,2722,US,41.681512,-71.131558,Dunkin Donuts
