"","type","lat","lon","sb_lat","sb_lon","feet","string_check","sb_name"
"1","Starbucks",41.836191,-87.664087,41.835532,-87.674862,2946.18,"41.836191 -87.664087","41.835532 -87.674862"
"2","Starbucks",33.304236,-111.863162,33.307142,-111.87457,3642.5,"33.304236 -111.863162","33.307142 -111.87457"
"3","Starbucks",32.584079,-97.132982,32.589969,-97.144431,4126.64,"32.584079 -97.132982","32.589969 -97.144431"
"4","Starbucks",47.784499,-122.212815,47.79016,-122.216065,2214.23,"47.784499 -122.212815","47.79016 -122.216065"
"5","Starbucks",47.269703,-122.488686,47.271238,-122.489027,566.26,"47.269703 -122.488686","47.271238 -122.489027"
"6","Starbucks",38.665096,-121.223983,38.678165,-121.224517,4762.26,"38.665096 -121.223983","38.678165 -121.224517"
"7","Starbucks",37.650157,-122.491863,37.661088,-122.477619,5731.41,"37.650157 -122.491863","37.661088 -122.477619"
"8","Starbucks",32.784868,-79.946092,32.785276,-79.938178,2436.86,"32.784868 -79.946092","32.785276 -79.938178"
"9","Starbucks",38.903546,-77.017687,38.9037,-77.023464,1645.05,"38.903546 -77.017687","38.9037 -77.023464"
"10","Starbucks",33.41261,-110.836858,33.41354,-111.547935,216998.07,"33.41261 -110.836858","33.41354 -111.547935"
"11","Starbucks",32.670973,-97.003531,32.680177,-97.007268,3540.75,"32.670973 -97.003531","32.680177 -97.007268"
"12","Starbucks",32.746237,-96.585858,32.811188,-96.623163,26267.16,"32.746237 -96.585858","32.811188 -96.623163"
"13","Starbucks",33.37734,-112.16692,33.377602,-112.168661,540,"33.37734 -112.16692","33.377602 -112.168661"
"14","Starbucks",47.309825,-119.558382,47.142476,-119.277765,92669.27,"47.309825 -119.558382","47.142476 -119.277765"
"15","Starbucks",47.809963,-122.205925,47.80922,-122.205721,275.64,"47.809963 -122.205925","47.80922 -122.205721"
"16","Starbucks",38.062328,-122.533141,38.063441,-122.534155,499.52,"38.062328 -122.533141","38.063441 -122.534155"
"17","Starbucks",37.782999,-122.431552,37.783421,-122.432888,415.57,"37.782999 -122.431552","37.783421 -122.432888"
"18","Starbucks",44.06317,-123.023855,44.060278,-122.998463,6757.55,"44.06317 -123.023855","44.060278 -122.998463"
"19","Starbucks",33.638766,-112.292002,33.637847,-112.276692,4672.02,"33.638766 -112.292002","33.637847 -112.276692"
"20","Starbucks",37.797042,-121.192121,37.797043,-121.192117,1.21,"37.797042 -121.192121","37.797043 -121.192117"
"21","Starbucks",29.721297,-95.441295,29.729627,-95.438027,3202.1,"29.721297 -95.441295","29.729627 -95.438027"
"22","Starbucks",33.416245,-111.873732,33.392017,-111.864725,9234.84,"33.416245 -111.873732","33.392017 -111.864725"
"23","Starbucks",39.825588,-75.499366,39.802241,-75.505496,8677.4,"39.825588 -75.499366","39.802241 -75.505496"
"24","Starbucks",33.7712,-117.48209,33.740958,-117.432999,18541.2,"33.7712 -117.48209","33.740958 -117.432999"
"25","Starbucks",32.83768,-109.73538,32.263262,-109.84228,211573.91,"32.83768 -109.73538","32.263262 -109.84228"
"26","Starbucks",47.095958,-122.3547,47.096323,-122.356345,430.82,"47.095958 -122.3547","47.096323 -122.356345"
"27","Starbucks",32.937469,-96.60521,32.956669,-96.616218,7759.53,"32.937469 -96.60521","32.956669 -96.616218"
"28","Starbucks",44.044969,-122.933799,44.045677,-122.927566,1659.12,"44.044969 -122.933799","44.045677 -122.927566"
"29","Starbucks",33.553498,-112.13423,33.581401,-112.123365,10679.59,"33.553498 -112.13423","33.581401 -112.123365"
"30","Starbucks",46.255505,-119.892554,46.219339,-119.790049,29099.99,"46.255505 -119.892554","46.219339 -119.790049"
"31","Starbucks",44.499579,-103.859101,44.080059,-103.250859,220813.45,"44.499579 -103.859101","44.080059 -103.250859"
"32","Starbucks",47.613097,-122.201309,47.610608,-122.200706,920.03,"47.613097 -122.201309","47.610608 -122.200706"
"33","Starbucks",32.854783,-96.993203,32.840711,-96.992939,5120.78,"32.854783 -96.993203","32.840711 -96.992939"
"34","Starbucks",36.825134,-107.9946,36.768751,-108.147634,49288,"36.825134 -107.9946","36.768751 -108.147634"
"35","Starbucks",33.759776,-118.147131,33.761733,-118.138435,2737.38,"33.759776 -118.147131","33.761733 -118.138435"
"36","Starbucks",38.536032,-105.994536,38.553318,-106.92581,266436.02,"38.536032 -105.994536","38.553318 -106.92581"
"37","Starbucks",34.218145,-118.607022,34.202798,-118.597512,6281.95,"34.218145 -118.607022","34.202798 -118.597512"
"38","Starbucks",37.801195,-122.215642,37.811189,-122.243417,8811.45,"37.801195 -122.215642","37.811189 -122.243417"
"39","Starbucks",38.986509,-119.943637,38.960117,-119.941661,9629.05,"38.986509 -119.943637","38.960117 -119.941661"
"40","Starbucks",37.280872,-122.031484,37.279609,-122.031852,472.18,"37.280872 -122.031484","37.279609 -122.031852"
"41","Starbucks",33.743727,-118.100435,33.75843,-118.112927,6561.06,"33.743727 -118.100435","33.75843 -118.112927"
"42","Starbucks",34.116526,-117.774863,34.119187,-117.781306,2177.38,"34.116526 -117.774863","34.119187 -117.781306"
"43","Starbucks",45.781539,-122.546601,45.78141,-122.548748,549.81,"45.781539 -122.546601","45.78141 -122.548748"
"44","Starbucks",47.689064,-114.12238,48.235526,-114.329657,205715.62,"47.689064 -114.12238","48.235526 -114.329657"
"45","Starbucks",45.22147,-112.63263,45.978692,-112.50822,277949.38,"45.22147 -112.63263","45.978692 -112.50822"
"46","Starbucks",30.229427,-97.790097,30.233086,-97.791925,1450.62,"30.229427 -97.790097","30.233086 -97.791925"
"47","Starbucks",40.410362,-120.636483,40.410457,-120.636086,115.85,"40.410362 -120.636483","40.410457 -120.636086"
"48","Starbucks",46.321768,-120.013754,46.255505,-119.892554,39024.17,"46.321768 -120.013754","46.255505 -119.892554"
"49","Starbucks",38.762347,-120.576924,38.730797,-120.786866,60971.85,"38.762347 -120.576924","38.730797 -120.786866"
"50","Starbucks",33.041326,-97.038521,33.041928,-97.037635,348.86,"33.041326 -97.038521","33.041928 -97.037635"
"51","Starbucks",47.670378,-117.284861,47.664574,-117.282444,2199.35,"47.670378 -117.284861","47.664574 -117.282444"
"52","Starbucks",46.654861,-122.95375,46.674444,-122.978237,9424.05,"46.654861 -122.95375","46.674444 -122.978237"
"53","Starbucks",39.316936,-76.616414,39.327369,-76.615757,3804.74,"39.316936 -76.616414","39.327369 -76.615757"
"54","Starbucks",39.027872,-77.075312,39.038438,-77.057116,6444.31,"39.027872 -77.075312","39.038438 -77.057116"
"55","Starbucks",33.640508,-112.133505,33.66814,-112.124275,10440.25,"33.640508 -112.133505","33.66814 -112.124275"
"56","Starbucks",64.836708,-147.813341,64.836807,-147.822545,1433.69,"64.836708 -147.813341","64.836807 -147.822545"
"57","Starbucks",33.006726,-97.017269,33.010888,-97.046193,8995.75,"33.006726 -97.017269","33.010888 -97.046193"
"58","Starbucks",37.450838,-122.178861,37.452035,-122.180363,616.52,"37.450838 -122.178861","37.452035 -122.180363"
"59","Starbucks",39.585922,-105.009623,39.585895,-105.026176,4665.45,"39.585922 -105.009623","39.585895 -105.026176"
"60","Starbucks",39.438782,-77.525756,39.416445,-77.442316,24935.6,"39.438782 -77.525756","39.416445 -77.442316"
"61","Starbucks",33.7233,-112.261,33.70992,-112.27267,6025.11,"33.7233 -112.261","33.70992 -112.27267"
"62","Starbucks",33.985192,-118.439397,33.985986,-118.443085,1154.76,"33.985192 -118.439397","33.985986 -118.443085"
"63","Starbucks",33.612023,-112.18473,33.611166,-112.18527,352.55,"33.612023 -112.18473","33.611166 -112.18527"
"64","Starbucks",46.070181,-118.337541,46.067089,-118.33842,1149.45,"46.070181 -118.337541","46.067089 -118.33842"
"65","Starbucks",37.52088,-120.882815,37.521598,-120.880441,736.49,"37.52088 -120.882815","37.521598 -120.880441"
"66","Starbucks",32.206915,-110.788419,32.20824,-110.788975,511.82,"32.206915 -110.788419","32.20824 -110.788975"
"67","Starbucks",33.363152,-111.85984,33.364418,-111.877043,5272.94,"33.363152 -111.85984","33.364418 -111.877043"
"68","Starbucks",37.970306,-122.529392,37.973292,-122.528379,1125.92,"37.970306 -122.529392","37.973292 -122.528379"
"69","Starbucks",35.820702,-78.90107,35.789277,-78.870563,14584.37,"35.820702 -78.90107","35.789277 -78.870563"
"70","Starbucks",32.648214,-96.923813,32.602774,-96.936779,17008.05,"32.648214 -96.923813","32.602774 -96.936779"
"71","Starbucks",38.965239,-76.789686,38.955157,-76.824279,10500.12,"38.965239 -76.789686","38.955157 -76.824279"
"72","Starbucks",33.779384,-111.922762,33.779598,-111.925783,921.32,"33.779384 -111.922762","33.779598 -111.925783"
"73","Starbucks",32.735573,-117.21791,32.736301,-117.217055,373.22,"32.735573 -117.21791","32.736301 -117.217055"
"74","Starbucks",42.108066,-87.979362,42.10834,-87.981045,467.49,"42.108066 -87.979362","42.10834 -87.981045"
"75","Starbucks",46.376124,-120.321207,46.321768,-120.013754,80135.29,"46.376124 -120.321207","46.321768 -120.013754"
"76","Starbucks",32.943083,-97.152029,32.941878,-97.152522,463.81,"32.943083 -97.152029","32.941878 -97.152522"
"77","Starbucks",32.932528,-97.228183,32.934185,-97.231789,1260.05,"32.932528 -97.228183","32.934185 -97.231789"
"78","Starbucks",47.596956,-120.647267,47.59497,-120.66325,4009.62,"47.596956 -120.647267","47.59497 -120.66325"
"79","Starbucks",42.277304,-88.020874,42.279798,-88.042524,5929.24,"42.277304 -88.020874","42.279798 -88.042524"
"80","Starbucks",34.020761,-118.810042,34.031168,-118.843072,10700.96,"34.020761 -118.810042","34.031168 -118.843072"
"81","Starbucks",21.283732,-157.814435,21.279068,-157.814244,1695.47,"21.283732 -157.814435","21.279068 -157.814244"
"82","Starbucks",38.806033,-104.823086,38.802586,-104.81772,1978.57,"38.806033 -104.823086","38.802586 -104.81772"
"83","Starbucks",32.74243,-96.858206,32.764868,-96.896047,14212.98,"32.74243 -96.858206","32.764868 -96.896047"
"84","Starbucks",33.166766,-96.663271,33.174469,-96.682252,6449.35,"33.166766 -96.663271","33.174469 -96.682252"
"85","Starbucks",37.309751,-122.012288,37.325443,-122.014379,5746.08,"37.309751 -122.012288","37.325443 -122.014379"
"86","Starbucks",32.798887,-115.571578,32.791545,-115.570174,2706.01,"32.798887 -115.571578","32.791545 -115.570174"
"87","Starbucks",32.639253,-117.05091,32.628554,-117.040778,4988.31,"32.639253 -117.05091","32.628554 -117.040778"
"88","Starbucks",48.183481,-117.040626,48.279243,-116.553481,123767.66,"48.183481 -117.040626","48.279243 -116.553481"
"89","Starbucks",32.190058,-110.856967,32.206387,-110.843652,7228.97,"32.190058 -110.856967","32.206387 -110.843652"
"90","Starbucks",31.365947,-110.940959,31.852207,-110.9988,177806.57,"31.365947 -110.940959","31.852207 -110.9988"
"91","Starbucks",42.848164,-106.27263,42.848602,-106.264984,2056.7,"42.848164 -106.27263","42.848602 -106.264984"
"92","Starbucks",33.733373,-117.761494,33.721853,-117.77099,5090.32,"33.733373 -117.761494","33.721853 -117.77099"
"93","Starbucks",33.790551,-118.137446,33.787807,-118.138834,1083.97,"33.790551 -118.137446","33.787807 -118.138834"
"94","Starbucks",35.400251,-119.09087,35.399401,-119.091573,373.67,"35.400251 -119.09087","35.399401 -119.091573"
"95","Starbucks",61.137251,-149.956031,61.1554,-149.9583,6647.2,"61.137251 -149.956031","61.1554 -149.9583"
"96","Starbucks",46.722354,-116.983211,46.728104,-117.00666,6243.81,"46.722354 -116.983211","46.728104 -117.00666"
"97","Starbucks",45.003303,-122.793637,44.968759,-122.982241,50399.7,"45.003303 -122.793637","44.968759 -122.982241"
"98","Starbucks",37.774574,-121.922129,37.798223,-121.918061,8691.69,"37.774574 -121.922129","37.798223 -121.918061"
"99","Starbucks",33.062007,-111.485843,32.993976,-111.522292,27158.25,"33.062007 -111.485843","32.993976 -111.522292"
"100","Starbucks",47.505962,-117.566828,47.507053,-117.566807,398,"47.505962 -117.566828","47.507053 -117.566807"
"101","Starbucks",41.895566,-87.677946,41.903112,-87.670124,3478,"41.895566 -87.677946","41.903112 -87.670124"
"102","Starbucks",32.952526,-96.805427,32.962646,-96.790099,5972.15,"32.952526 -96.805427","32.962646 -96.790099"
"103","Starbucks",32.979995,-115.548899,32.818155,-115.569974,59240.74,"32.979995 -115.548899","32.818155 -115.569974"
"104","Starbucks",34.035183,-117.070204,34.03467,-117.071892,544.43,"34.035183 -117.070204","34.03467 -117.071892"
"105","Starbucks",36.597753,-121.850336,36.607897,-121.855659,4010.15,"36.597753 -121.850336","36.607897 -121.855659"
"106","Starbucks",48.105707,-123.379985,48.116035,-123.434818,13915.92,"48.105707 -123.379985","48.116035 -123.434818"
"107","Starbucks",39.326825,-120.206583,39.327227,-120.205579,319.55,"39.326825 -120.206583","39.327227 -120.205579"
"108","Starbucks",37.962471,-121.337966,37.983864,-121.346664,8184.09,"37.962471 -121.337966","37.983864 -121.346664"
"109","Starbucks",34.53092,-112.474909,34.546131,-112.469975,5732.05,"34.53092 -112.474909","34.546131 -112.469975"
"110","Starbucks",32.219463,-110.771199,32.220181,-110.772681,527.56,"32.219463 -110.771199","32.220181 -110.772681"
"111","Starbucks",32.792321,-117.09646,32.790976,-117.099279,995.01,"32.792321 -117.09646","32.790976 -117.099279"
"112","Starbucks",35.617706,-118.47757,35.398067,-118.949374,161591.7,"35.617706 -118.47757","35.398067 -118.949374"
"113","Starbucks",47.668351,-117.106823,47.669034,-117.105541,402.31,"47.668351 -117.106823","47.669034 -117.105541"
"114","Starbucks",38.292407,-122.467919,38.299584,-122.475516,3403.76,"38.292407 -122.467919","38.299584 -122.475516"
"115","Starbucks",45.833265,-119.288232,45.84939,-119.290525,5909.16,"45.833265 -119.288232","45.84939 -119.290525"
"116","Starbucks",32.920257,-96.516325,32.920536,-96.51727,307.26,"32.920257 -96.516325","32.920536 -96.51727"
"117","Starbucks",31.400934,-109.917645,31.553346,-110.255461,119020.66,"31.400934 -109.917645","31.553346 -110.255461"
"118","Starbucks",36.712476,-121.652524,36.714523,-121.652866,751.99,"36.712476 -121.652524","36.714523 -121.652866"
"119","Starbucks",29.554617,-95.379679,29.553786,-95.383507,1254.11,"29.554617 -95.379679","29.553786 -95.383507"
"120","Starbucks",38.94251,-121.091826,38.942504,-121.093023,340.48,"38.94251 -121.091826","38.942504 -121.093023"
"121","Starbucks",40.57154,-122.352439,40.571375,-122.350909,429.29,"40.57154 -122.352439","40.571375 -122.350909"
"122","Starbucks",34.039577,-118.55437,34.047223,-118.526011,9030.6,"34.039577 -118.55437","34.047223 -118.526011"
"123","Starbucks",33.54666,-117.793538,33.543369,-117.786325,2502.94,"33.54666 -117.793538","33.543369 -117.786325"
"124","Starbucks",38.63817,-121.326375,38.637533,-121.329612,953.31,"38.63817 -121.326375","38.637533 -121.329612"
"125","Starbucks",44.968759,-122.982241,44.967391,-122.983162,552.82,"44.968759 -122.982241","44.967391 -122.983162"
"126","Starbucks",45.6668,-118.80628,45.659278,-118.80891,2824.13,"45.6668 -118.80628","45.659278 -118.80891"
"127","Starbucks",45.418466,-122.456059,45.424965,-122.512518,14689.88,"45.418466 -122.456059","45.424965 -122.512518"
"128","Starbucks",42.137173,-87.881868,42.144339,-87.910616,8222.74,"42.137173 -87.881868","42.144339 -87.910616"
"129","Starbucks",45.381569,-122.582106,45.367711,-122.600429,6907.02,"45.381569 -122.582106","45.367711 -122.600429"
"130","Starbucks",39.681164,-105.122437,39.690427,-105.119153,3498.53,"39.681164 -105.122437","39.690427 -105.119153"
"131","Starbucks",37.16734,-104.509447,38.234949,-104.664672,391351.11,"37.16734 -104.509447","38.234949 -104.664672"
"132","Starbucks",45.849545,-122.831914,45.84864,-122.830786,437.66,"45.849545 -122.831914","45.84864 -122.830786"
"133","Starbucks",36.915979,-111.458521,37.655785,-113.084423,544344.04,"36.915979 -111.458521","37.655785 -113.084423"
"134","Starbucks",40.5841,-107.712,40.466885,-106.825443,250137.39,"40.5841 -107.712","40.466885 -106.825443"
"135","Starbucks",42.227411,-88.302617,42.22631,-88.313659,3017.55,"42.227411 -88.302617","42.22631 -88.313659"
"136","Starbucks",32.910647,-96.853043,32.909265,-96.871803,5779.66,"32.910647 -96.853043","32.909265 -96.871803"
"137","Starbucks",29.590183,-95.603056,29.596204,-95.622592,6584.07,"29.590183 -95.603056","29.596204 -95.622592"
"138","Starbucks",30.184087,-97.84808,30.202645,-97.878722,11801.64,"30.184087 -97.84808","30.202645 -97.878722"
"139","Starbucks",30.283702,-97.776084,30.275312,-97.799145,7893.25,"30.283702 -97.776084","30.275312 -97.799145"
"140","Starbucks",34.128838,-118.258095,34.126474,-118.263433,1830.32,"34.128838 -118.258095","34.126474 -118.263433"
"141","Starbucks",47.875638,-122.153958,47.877937,-122.16724,3365.77,"47.875638 -122.153958","47.877937 -122.16724"
"142","Starbucks",45.447118,-122.61843,45.443935,-122.627636,2632.57,"45.447118 -122.61843","45.443935 -122.627636"
"143","Starbucks",39.23792,-121.03418,39.208905,-121.067272,14127.58,"39.23792 -121.03418","39.208905 -121.067272"
"144","Starbucks",36.93817,-121.77717,36.938587,-121.77797,278.79,"36.93817 -121.77717","36.938587 -121.77797"
"145","Starbucks",47.750283,-117.397633,47.751484,-117.396084,580.65,"47.750283 -117.397633","47.751484 -117.396084"
"146","Starbucks",37.966078,-121.991058,37.964117,-121.990053,770.66,"37.966078 -121.991058","37.964117 -121.990053"
"147","Starbucks",38.686452,-121.339759,38.67987,-121.3337,2956.07,"38.686452 -121.339759","38.67987 -121.3337"
"148","Starbucks",38.50193,-123.000382,38.609119,-122.873642,53269.54,"38.50193 -123.000382","38.609119 -122.873642"
"149","Starbucks",48.934342,-122.487309,48.934273,-122.484613,648.55,"48.934342 -122.487309","48.934273 -122.484613"
"150","Starbucks",38.609119,-122.873642,38.609179,-122.871796,527.97,"38.609119 -122.873642","38.609179 -122.871796"
"151","Starbucks",38.370975,-120.799576,38.351356,-120.775027,10030.07,"38.370975 -120.799576","38.351356 -120.775027"
"152","Starbucks",37.433107,-121.897331,37.43478,-121.900493,1101.85,"37.433107 -121.897331","37.43478 -121.900493"
"153","Starbucks",41.996349,-87.788368,42.010907,-87.800303,6218.39,"41.996349 -87.788368","42.010907 -87.800303"
"154","Starbucks",35.214819,-114.036388,35.232506,-114.03761,6448.31,"35.214819 -114.036388","35.232506 -114.03761"
"155","Starbucks",32.297241,-110.973359,32.297168,-110.973004,112.87,"32.297241 -110.973359","32.297168 -110.973004"
"156","Starbucks",32.220449,-110.943044,32.221651,-110.944384,602.48,"32.220449 -110.943044","32.221651 -110.944384"
"157","Starbucks",38.347796,-122.708547,38.346967,-122.709507,408.6,"38.347796 -122.708547","38.346967 -122.709507"
"158","Starbucks",29.741676,-95.409768,29.740494,-95.410362,469.39,"29.741676 -95.409768","29.740494 -95.410362"
"159","Starbucks",41.683275,-87.702258,41.705865,-87.716641,9120.99,"41.683275 -87.702258","41.705865 -87.716641"
"160","Starbucks",36.865864,-119.75707,36.86437,-119.757413,553.13,"36.865864 -119.75707","36.86437 -119.757413"
"161","Starbucks",39.695997,-104.84565,39.695819,-104.866833,5961.3,"39.695997 -104.84565","39.695819 -104.866833"
"162","Starbucks",37.680289,-121.777281,37.679099,-121.778023,483.62,"37.680289 -121.777281","37.679099 -121.778023"
"163","Starbucks",30.482969,-97.829907,30.481706,-97.8341,1398.46,"30.482969 -97.829907","30.481706 -97.8341"
"164","Starbucks",47.152135,-122.355596,47.150532,-122.356676,643.49,"47.152135 -122.355596","47.150532 -122.356676"
"165","Starbucks",47.570002,-122.6527,47.568684,-122.666887,3535.1,"47.570002 -122.6527","47.568684 -122.666887"
"166","Starbucks",34.18851,-119.221703,34.176228,-119.215753,4818.47,"34.18851 -119.221703","34.176228 -119.215753"
"167","Starbucks",32.263262,-109.84228,31.970835,-110.30955,179581.84,"32.263262 -109.84228","31.970835 -110.30955"
"168","Starbucks",33.025331,-96.791923,33.023587,-96.795736,1329.92,"33.025331 -96.791923","33.023587 -96.795736"
"169","Starbucks",42.331853,-122.867201,42.341473,-122.87257,3794.56,"42.331853 -122.867201","42.341473 -122.87257"
"170","Starbucks",35.3573,-111.7298,35.219759,-111.621974,59514.97,"35.3573 -111.7298","35.219759 -111.621974"
"171","Starbucks",33.655026,-112.350031,33.63917,-112.355294,5988.2,"33.655026 -112.350031","33.63917 -112.355294"
"172","Starbucks",44.22915,-123.206365,44.098961,-123.12869,51652.98,"44.22915 -123.206365","44.098961 -123.12869"
"173","Starbucks",61.216416,-149.820857,61.208839,-149.778077,8035.9,"61.216416 -149.820857","61.208839 -149.778077"
"174","Starbucks",47.249122,-122.295446,47.250918,-122.295439,655.1,"47.249122 -122.295446","47.250918 -122.295439"
"175","Starbucks",43.7983,-123.052062,44.01078,-123.088651,78055.24,"43.7983 -123.052062","44.01078 -123.088651"
"176","Starbucks",34.02775,-118.500081,34.027051,-118.501789,576.67,"34.02775 -118.500081","34.027051 -118.501789"
"177","Starbucks",45.496246,-122.53881,45.503854,-122.540539,2809.39,"45.496246 -122.53881","45.503854 -122.540539"
"178","Starbucks",45.524839,-122.538411,45.519238,-122.558044,5431.05,"45.524839 -122.538411","45.519238 -122.558044"
"179","Starbucks",32.219688,-110.805615,32.20824,-110.788975,6620.79,"32.219688 -110.805615","32.20824 -110.788975"
"180","Starbucks",36.838593,-121.391443,36.835966,-121.390854,971.88,"36.838593 -121.391443","36.835966 -121.390854"
"181","Starbucks",35.219759,-111.621974,35.194228,-111.632564,9816.87,"35.219759 -111.621974","35.194228 -111.632564"
"182","Starbucks",39.476889,-118.78715,39.607035,-119.222839,131703.51,"39.476889 -118.78715","39.607035 -119.222839"
"183","Starbucks",47.272385,-122.515266,47.270126,-122.514367,853.67,"47.272385 -122.515266","47.270126 -122.514367"
"184","Starbucks",47.112998,-122.432676,47.113365,-122.43439,447.29,"47.112998 -122.432676","47.113365 -122.43439"
"185","Starbucks",37.75407,-122.488791,37.763719,-122.477464,4803.07,"37.75407 -122.488791","37.763719 -122.477464"
"186","Starbucks",39.53185,-105.30455,39.526919,-105.30598,1840.9,"39.53185 -105.30455","39.526919 -105.30598"
"187","Starbucks",33.071861,-97.063759,33.072327,-97.062576,400.12,"33.071861 -97.063759","33.072327 -97.062576"
"188","Starbucks",32.77879,-116.956831,32.780619,-116.956496,673.4,"32.77879 -116.956831","32.780619 -116.956496"
"189","Starbucks",45.475327,-122.825356,45.4872,-122.8025,7288.03,"45.475327 -122.825356","45.4872 -122.8025"
"190","Starbucks",37.532467,-121.95763,37.511246,-121.947944,8222.09,"37.532467 -121.95763","37.511246 -121.947944"
"191","Starbucks",47.754598,-122.312819,47.733942,-122.312264,7536.23,"47.754598 -122.312819","47.733942 -122.312264"
"192","Starbucks",35.24876,-112.19318,35.3573,-111.7298,143803.06,"35.24876 -112.19318","35.3573 -111.7298"
"193","Starbucks",36.53824,-121.90778,36.538895,-121.909359,521.6,"36.53824 -121.90778","36.538895 -121.909359"
"194","Starbucks",33.7365,-118.2879,33.739891,-118.292107,1777.27,"33.7365 -118.2879","33.739891 -118.292107"
"195","Starbucks",32.818351,-117.179035,32.819989,-117.181767,1029.42,"32.818351 -117.179035","32.819989 -117.181767"
"196","Starbucks",33.118927,-96.804263,33.115356,-96.805663,1368.26,"33.118927 -96.804263","33.115356 -96.805663"
"197","Starbucks",33.390497,-112.049142,33.379091,-112.034174,6172.86,"33.390497 -112.049142","33.379091 -112.034174"
"198","Starbucks",47.655983,-117.216263,47.656716,-117.238509,5489.15,"47.655983 -117.216263","47.656716 -117.238509"
"199","Starbucks",37.934228,-122.072413,37.927435,-122.061127,4088.54,"37.934228 -122.072413","37.927435 -122.061127"
"200","Starbucks",37.679154,-122.084254,37.679156,-122.084253,0.78,"37.679154 -122.084254","37.679156 -122.084253"
"201","Starbucks",38.560963,-121.766013,38.562509,-121.768922,1004.48,"38.560963 -121.766013","38.562509 -121.768922"
"202","Starbucks",34.281957,-119.302375,34.280992,-119.291395,3335.56,"34.281957 -119.302375","34.280992 -119.291395"
"203","Starbucks",32.660509,-117.033947,32.669506,-117.02244,4822.55,"32.660509 -117.033947","32.669506 -117.02244"
"204","Starbucks",33.017105,-96.683476,33.01524,-96.655503,8601.91,"33.017105 -96.683476","33.01524 -96.655503"
"205","Starbucks",39.403478,-123.349901,39.152012,-123.195542,101484.71,"39.403478 -123.349901","39.152012 -123.195542"
"206","Starbucks",47.637724,-122.35628,47.638249,-122.357156,288.65,"47.637724 -122.35628","47.638249 -122.357156"
"207","Starbucks",45.565941,-122.660482,45.566663,-122.661819,431.94,"45.565941 -122.660482","45.566663 -122.661819"
"208","Starbucks",45.534763,-122.654543,45.531834,-122.65359,1095.61,"45.534763 -122.654543","45.531834 -122.65359"
"209","Starbucks",38.736343,-82.995621,38.480908,-82.644064,136920.81,"38.736343 -82.995621","38.480908 -82.644064"
"210","Starbucks",39.453765,-84.181617,39.3812,-84.21271,27853.6,"39.453765 -84.181617","39.3812 -84.21271"
"211","Starbucks",42.130656,-83.157156,42.137733,-83.224755,18516.58,"42.130656 -83.157156","42.137733 -83.224755"
"212","Starbucks",45.527275,-122.59593,45.522611,-122.60667,3235.75,"45.527275 -122.59593","45.522611 -122.60667"
"213","Starbucks",45.474873,-123.84554,45.455169,-123.845403,7184.93,"45.474873 -123.84554","45.455169 -123.845403"
"214","Starbucks",37.6789,-97.48409,37.692685,-97.464333,7608.35,"37.6789 -97.48409","37.692685 -97.464333"
"215","Starbucks",39.013638,-95.782452,39.044923,-95.762301,12752.09,"39.013638 -95.782452","39.044923 -95.762301"
"216","Starbucks",41.241949,-95.993797,41.251179,-95.986943,3855.3,"41.241949 -95.993797","41.251179 -95.986943"
"217","Starbucks",40.564064,-74.114669,40.569474,-74.109789,2392.3,"40.564064 -74.114669","40.569474 -74.109789"
"218","Starbucks",39.06079,-77.470715,39.062295,-77.470369,556.9,"39.06079 -77.470715","39.062295 -77.470369"
"219","Starbucks",40.3117,-74.525505,40.3118,-74.5238,476.89,"40.3117 -74.525505","40.3118 -74.5238"
"220","Starbucks",36.042315,-115.24216,36.05472,-115.241653,4518.46,"36.042315 -115.24216","36.05472 -115.241653"
"221","Starbucks",47.624725,-122.347263,47.621481,-122.348246,1207.91,"47.624725 -122.347263","47.621481 -122.348246"
"222","Starbucks",32.741847,-79.936399,32.781176,-79.933499,14337.53,"32.741847 -79.936399","32.781176 -79.933499"
"223","Starbucks",39.360433,-84.27801,39.350234,-84.262025,5850.94,"39.360433 -84.27801","39.350234 -84.262025"
"224","Starbucks",34.758322,-84.99349,34.797001,-84.96268,16846.24,"34.758322 -84.99349","34.797001 -84.96268"
"225","Starbucks",38.932572,-77.180402,38.9333,-77.178425,621.78,"38.932572 -77.180402","38.9333 -77.178425"
"226","Starbucks",37.39658,-76.526373,37.397574,-76.527071,414.87,"37.39658 -76.526373","37.397574 -76.527071"
"227","Starbucks",36.764895,-76.202182,36.771437,-76.231857,9012.75,"36.764895 -76.202182","36.771437 -76.231857"
"228","Starbucks",36.862259,-76.469832,36.864307,-76.44378,7658.03,"36.862259 -76.469832","36.864307 -76.44378"
"229","Starbucks",37.170833,-76.473013,37.147108,-76.45929,9519.37,"37.170833 -76.473013","37.147108 -76.45929"
"230","Starbucks",41.5932,-86.1765,41.628936,-86.230065,19599.58,"41.5932 -86.1765","41.628936 -86.230065"
"231","Starbucks",39.068528,-108.569645,39.083204,-108.551175,7488,"39.068528 -108.569645","39.083204 -108.551175"
"232","Starbucks",40.667336,-73.406254,40.682743,-73.434839,9714.86,"40.667336 -73.406254","40.682743 -73.434839"
"233","Starbucks",33.375826,-84.752119,33.396109,-84.753486,7392.46,"33.375826 -84.752119","33.396109 -84.753486"
"234","Starbucks",40.710779,-73.361785,40.688312,-73.340442,10100.77,"40.710779 -73.361785","40.688312 -73.340442"
