"","type","lat","lon","sb_lat","sb_lon","feet","string_check","sb_name"
"4856","Starbucks",38.867963,-77.143005,38.86779,-77.143715,211.75,"38.867963 -77.143005","38.86779 -77.143715"
"4857","Starbucks",38.896069,-122.3522,39.048572,-122.925463,172193.27,"38.896069 -122.3522","39.048572 -122.925463"
"4858","Starbucks",42.795593,-77.81937,43.10684,-77.74644,115110.76,"42.795593 -77.81937","43.10684 -77.74644"
"4859","Starbucks",34.603075,-83.517358,34.51121,-83.545092,34461.76,"34.603075 -83.517358","34.51121 -83.545092"
"4860","Starbucks",34.880248,-83.396549,34.603075,-83.517358,107212.01,"34.880248 -83.396549","34.603075 -83.517358"
"4861","Starbucks",34.602179,-83.764758,34.531203,-83.984006,70883.92,"34.602179 -83.764758","34.531203 -83.984006"
"4862","Starbucks",32.227594,-110.997209,32.238643,-111.004178,4561.03,"32.227594 -110.997209","32.238643 -111.004178"
"4863","Starbucks",40.73533,-73.87491,40.734925,-73.868909,1669.63,"40.73533 -73.87491","40.734925 -73.868909"
"4864","Starbucks",32.484,-110.92228,32.426944,-110.959336,23697.79,"32.484 -110.92228","32.426944 -110.959336"
"4865","Starbucks",34.060375,-118.206808,34.072326,-118.1976,5166.55,"34.060375 -118.206808","34.072326 -118.1976"
"4866","Starbucks",29.737246,-95.53898,29.736591,-95.544995,1923.89,"29.737246 -95.53898","29.736591 -95.544995"
"4867","Starbucks",47.617076,-122.20192,47.617117,-122.201893,16.37,"47.617076 -122.20192","47.617117 -122.201893"
"4868","Starbucks",25.790763,-80.134344,25.790595,-80.132392,645.2,"25.790763 -80.134344","25.790595 -80.132392"
"4869","Starbucks",33.769293,-118.184991,33.772926,-118.189216,1842.98,"33.769293 -118.184991","33.772926 -118.189216"
"4870","Starbucks",29.609061,-98.51091,29.611818,-98.510065,1037.97,"29.609061 -98.51091","29.611818 -98.510065"
"4871","Starbucks",47.536963,-122.283837,47.545883,-122.285101,3268.71,"47.536963 -122.283837","47.545883 -122.285101"
"4872","Starbucks",42.161984,-88.053491,42.139084,-88.025651,11253.5,"42.161984 -88.053491","42.139084 -88.025651"
"4873","Starbucks",33.357624,-112.42498,33.43574,-112.411285,28730.97,"33.357624 -112.42498","33.43574 -112.411285"
"4874","Starbucks",39.130502,-84.51141,39.13032,-84.51091,156.57,"39.130502 -84.51141","39.13032 -84.51091"
"4875","Starbucks",32.766956,-117.15124,32.770592,-117.158149,2502.18,"32.766956 -117.15124","32.770592 -117.158149"
"4876","Starbucks",39.72604,-84.05211,39.759484,-84.053591,12189.9,"39.72604 -84.05211","39.759484 -84.053591"
"4877","Starbucks",34.062508,-118.354609,34.062443,-118.345269,2828.98,"34.062508 -118.354609","34.062443 -118.345269"
"4878","Starbucks",37.971249,-122.061505,37.967962,-122.060756,1216.32,"37.971249 -122.061505","37.967962 -122.060756"
"4879","Starbucks",39.709538,-104.93319,39.708516,-104.93852,1545.11,"39.709538 -104.93319","39.708516 -104.93852"
"4880","Starbucks",41.25137,-85.823486,41.442695,-85.983948,82470.02,"41.25137 -85.823486","41.442695 -85.983948"
"4881","Starbucks",33.436134,-111.63253,33.45514,-111.68394,17140.09,"33.436134 -111.63253","33.45514 -111.68394"
"4882","Starbucks",34.754792,-86.712058,34.753649,-86.740188,8460.34,"34.754792 -86.712058","34.753649 -86.740188"
"4883","Starbucks",40.9653,-75.6396,41.05996,-75.321684,94274.17,"40.9653 -75.6396","41.05996 -75.321684"
"4884","Starbucks",39.080491,-76.548049,39.075947,-76.544189,1984.97,"39.080491 -76.548049","39.075947 -76.544189"
"4885","Starbucks",40.682753,-74.23557,40.678828,-74.28313,13268.59,"40.682753 -74.23557","40.678828 -74.28313"
"4886","Starbucks",61.10862,-149.854519,61.136019,-149.838012,10433.42,"61.10862 -149.854519","61.136019 -149.838012"
"4887","Starbucks",44.398167,-122.72597,44.527254,-122.906063,66526.09,"44.398167 -122.72597","44.527254 -122.906063"
"4888","Starbucks",29.186136,-82.137105,29.173985,-82.157232,7796.14,"29.186136 -82.137105","29.173985 -82.157232"
"4889","Starbucks",30.179088,-82.66967,30.263974,-82.107135,180339.13,"30.179088 -82.66967","30.263974 -82.107135"
"4890","Starbucks",39.548847,-105.03527,39.541058,-105.015852,6167.5,"39.548847 -105.03527","39.541058 -105.015852"
"4891","Starbucks",34.129638,-118.348506,34.136296,-118.353108,2794.76,"34.129638 -118.348506","34.136296 -118.353108"
"4892","Starbucks",37.976229,-121.800994,37.987814,-121.784412,6375.11,"37.976229 -121.800994","37.987814 -121.784412"
"4893","Starbucks",33.320241,-111.892388,33.321329,-111.911613,5886.39,"33.320241 -111.892388","33.321329 -111.911613"
"4894","Starbucks",29.5468,-95.823296,29.548154,-95.751195,22932.14,"29.5468 -95.823296","29.548154 -95.751195"
"4895","Starbucks",32.822779,-97.059322,32.839422,-97.083022,9469.6,"32.822779 -97.059322","32.839422 -97.083022"
"4896","Starbucks",45.382954,-122.749315,45.380082,-122.759039,2709.27,"45.382954 -122.749315","45.380082 -122.759039"
"4897","Starbucks",40.904305,-73.073763,40.884101,-73.102418,10814.43,"40.904305 -73.073763","40.884101 -73.102418"
"4898","Starbucks",41.003063,-73.856888,41.012855,-73.846864,4514.76,"41.003063 -73.856888","41.012855 -73.846864"
"4899","Starbucks",36.279308,-115.206193,36.275855,-115.207111,1285.89,"36.279308 -115.206193","36.275855 -115.207111"
"4900","Starbucks",35.4074,-80.7135,35.4303,-80.6981,9515.28,"35.4074 -80.7135","35.4303 -80.6981"
"4901","Starbucks",35.058606,-80.813197,35.060222,-80.813466,593.68,"35.058606 -80.813197","35.060222 -80.813466"
"4902","Starbucks",35.746163,-78.741863,35.74668,-78.743422,499.46,"35.746163 -78.741863","35.74668 -78.743422"
"4903","Starbucks",42.252215,-83.669009,42.255688,-83.68804,5305.56,"42.252215 -83.669009","42.255688 -83.68804"
"4904","Starbucks",39.362957,-77.15957,39.365281,-77.164873,1721.85,"39.362957 -77.15957","39.365281 -77.164873"
"4905","Starbucks",39.169743,-76.785479,39.197196,-76.813639,12794.91,"39.169743 -76.785479","39.197196 -76.813639"
"4906","Starbucks",42.136949,-87.791542,42.148724,-87.798955,4738.75,"42.136949 -87.791542","42.148724 -87.798955"
"4907","Starbucks",38.595882,-89.979906,38.571349,-89.985161,9060.35,"38.595882 -89.979906","38.571349 -89.985161"
"4908","Starbucks",42.570659,-114.460838,42.590503,-114.463021,7256.09,"42.570659 -114.460838","42.590503 -114.463021"
"4909","Starbucks",28.668927,-81.441658,28.651045,-81.467278,10478.33,"28.668927 -81.441658","28.651045 -81.467278"
"4910","Starbucks",33.904406,-118.388484,33.902274,-118.383552,1685.74,"33.904406 -118.388484","33.902274 -118.383552"
"4911","Starbucks",40.587432,-111.935839,40.567275,-111.893174,13942.64,"40.587432 -111.935839","40.567275 -111.893174"
"4912","Starbucks",40.729602,-111.900025,40.725229,-111.887818,3739.75,"40.729602 -111.900025","40.725229 -111.887818"
"4913","Starbucks",32.940581,-97.066471,32.949635,-97.05428,4984.12,"32.940581 -97.066471","32.949635 -97.05428"
"4914","Starbucks",27.740586,-97.388051,27.706896,-97.370019,13566.91,"27.740586 -97.388051","27.706896 -97.370019"
"4915","Starbucks",39.951915,-75.171801,39.953474,-75.17233,586.97,"39.951915 -75.171801","39.953474 -75.17233"
"4916","Starbucks",41.487,-75.695407,41.468952,-75.636894,17330.55,"41.487 -75.695407","41.468952 -75.636894"
"4917","Starbucks",36.046132,-95.869671,36.060243,-95.885925,7033.92,"36.046132 -95.869671","36.060243 -95.885925"
"4918","Starbucks",40.718867,-74.0025,40.718329,-74.000014,716.46,"40.718867 -74.0025","40.718329 -74.000014"
"4919","Starbucks",40.7099,-73.8305,40.72044,-73.844444,5448.73,"40.7099 -73.8305","40.72044 -73.844444"
"4920","Starbucks",42.441562,-76.483646,42.440596,-76.497051,3635.56,"42.441562 -76.483646","42.440596 -76.497051"
"4921","Starbucks",40.885779,-73.909973,40.873566,-73.908516,4467.96,"40.885779 -73.909973","40.873566 -73.908516"
"4922","Starbucks",40.984392,-74.13916,40.979192,-74.115595,6776.76,"40.984392 -74.13916","40.979192 -74.115595"
"4923","Starbucks",40.994054,-74.213335,40.958232,-74.225096,13449.79,"40.994054 -74.213335","40.958232 -74.225096"
"4924","Starbucks",36.144274,-80.300479,36.116346,-80.312628,10781.66,"36.144274 -80.300479","36.116346 -80.312628"
"4925","Starbucks",36.022618,-80.381471,36.070825,-80.339134,21555.59,"36.022618 -80.381471","36.070825 -80.339134"
"4926","Starbucks",35.078109,-80.817006,35.060222,-80.813466,6596.22,"35.078109 -80.817006","35.060222 -80.813466"
"4927","Starbucks",43.68404,-70.29151,43.702836,-70.288496,6897.84,"43.68404 -70.29151","43.702836 -70.288496"
"4928","Starbucks",39.369022,-76.449158,39.371573,-76.464312,4383.94,"39.369022 -76.449158","39.371573 -76.464312"
"4929","Starbucks",26.159728,-80.13324,26.149388,-80.120143,5708.25,"26.159728 -80.13324","26.149388 -80.120143"
"4930","Starbucks",28.29498,-80.72215,28.23075,-80.722155,23353.78,"28.29498 -80.72215","28.23075 -80.722155"
"4931","Starbucks",28.48168,-81.458092,28.478902,-81.457458,1030.43,"28.48168 -81.458092","28.478902 -81.457458"
"4932","Starbucks",25.614728,-80.309841,25.632982,-80.338723,11601.21,"25.614728 -80.309841","25.632982 -80.338723"
"4933","Starbucks",41.30604,-72.926124,41.307781,-72.930264,1302.4,"41.30604 -72.926124","41.307781 -72.930264"
"4934","Starbucks",37.370936,-121.917197,37.369269,-121.920357,1100.81,"37.370936 -121.917197","37.369269 -121.920357"
"4935","Starbucks",37.3692,-121.8208,37.35749,-121.818032,4339.13,"37.3692 -121.8208","37.35749 -121.818032"
"4936","Starbucks",34.285458,-118.50194,34.272224,-118.50414,4861.99,"34.285458 -118.50194","34.272224 -118.50414"
"4937","Starbucks",34.13552,-118.257965,34.128838,-118.258095,2432.09,"34.13552 -118.257965","34.128838 -118.258095"
"4938","Starbucks",33.509748,-112.340897,33.509948,-112.340901,72.79,"33.509748 -112.340897","33.509948 -112.340901"
"4939","Starbucks",33.380628,-111.600772,33.378662,-111.59927,849.73,"33.380628 -111.600772","33.378662 -111.59927"
"4940","Starbucks",33.465094,-112.341039,33.44953,-112.358326,7738.07,"33.465094 -112.341039","33.44953 -112.358326"
"4941","Starbucks",33.234498,-111.790893,33.234343,-111.790837,58.94,"33.234498 -111.790893","33.234343 -111.790837"
"4942","Starbucks",35.211336,-97.44355,35.208421,-97.443563,1061.05,"35.211336 -97.44355","35.208421 -97.443563"
"4943","Starbucks",39.981114,-82.834109,39.985781,-82.786588,13424.95,"39.981114 -82.834109","39.985781 -82.786588"
"4944","Starbucks",46.370386,-94.245667,46.365101,-94.243892,1978.83,"46.370386 -94.245667","46.365101 -94.243892"
"4945","Starbucks",42.473007,-83.20075,42.449093,-83.204811,8784,"42.473007 -83.20075","42.449093 -83.204811"
"4946","Starbucks",43.058608,-85.579881,43.028174,-85.598921,12204.76,"43.058608 -85.579881","43.028174 -85.598921"
"4947","Starbucks",30.004295,-90.180162,30.005593,-90.15728,7258.45,"30.004295 -90.180162","30.005593 -90.15728"
"4948","Starbucks",41.787201,-88.073393,41.766869,-88.068974,7506.45,"41.787201 -88.073393","41.766869 -88.068974"
"4949","Starbucks",33.900629,-84.477777,33.89827,-84.48285,1762.62,"33.900629 -84.477777","33.89827 -84.48285"
"4950","Starbucks",34.172121,-84.781199,34.159164,-84.8107,10093.52,"34.172121 -84.781199","34.159164 -84.8107"
"4951","Starbucks",38.884498,-77.029747,38.886115,-77.020707,2639.91,"38.884498 -77.029747","38.886115 -77.020707"
"4952","Starbucks",33.739891,-118.292107,33.7365,-118.2879,1777.27,"33.739891 -118.292107","33.7365 -118.2879"
"4953","Starbucks",38.693898,-121.291667,38.678737,-121.276344,7044.29,"38.693898 -121.291667","38.678737 -121.276344"
"4954","Starbucks",42.82021,-106.371155,42.848164,-106.27263,28324.27,"42.82021 -106.371155","42.848164 -106.27263"
"4955","Starbucks",29.830058,-97.979141,29.828591,-97.986933,2527.76,"29.830058 -97.979141","29.828591 -97.986933"
"4956","Starbucks",33.546354,-101.957598,33.551501,-101.946648,3826.14,"33.546354 -101.957598","33.551501 -101.946648"
"4957","Starbucks",41.311166,-81.440642,41.354356,-81.386767,21600.74,"41.311166 -81.440642","41.354356 -81.386767"
"4958","Starbucks",41.134316,-73.793248,41.159202,-73.772642,10697.15,"41.134316 -73.793248","41.159202 -73.772642"
"4959","Starbucks",43.031873,-71.073203,42.989763,-70.932044,40756.94,"43.031873 -71.073203","42.989763 -70.932044"
"4960","Starbucks",42.270354,-85.646172,42.259834,-85.614685,9345.73,"42.270354 -85.646172","42.259834 -85.614685"
"4961","Starbucks",41.952999,-70.714528,41.953785,-70.684105,8280.56,"41.952999 -70.714528","41.953785 -70.684105"
"4962","Starbucks",42.556249,-70.890407,42.585366,-70.88444,10732.84,"42.556249 -70.890407","42.585366 -70.88444"
"4963","Starbucks",41.366261,-85.074267,41.178344,-85.113873,69331.65,"41.366261 -85.074267","41.178344 -85.113873"
"4964","Starbucks",43.495036,-112.050951,43.510375,-112.020068,9920.05,"43.495036 -112.050951","43.510375 -112.020068"
"4965","Starbucks",40.395751,-104.754886,40.395082,-104.753833,381.35,"40.395751 -104.754886","40.395082 -104.753833"
"4966","Starbucks",37.594987,-120.992754,37.609872,-120.975238,7424.98,"37.594987 -120.992754","37.609872 -120.975238"
"4967","Starbucks",33.554134,-117.670731,33.563483,-117.646275,8190.66,"33.554134 -117.670731","33.563483 -117.646275"
"4968","Starbucks",37.796617,-121.235314,37.786349,-121.254171,6608.72,"37.796617 -121.235314","37.786349 -121.254171"
"4969","Starbucks",33.844927,-116.47725,33.816167,-116.45743,12073.55,"33.844927 -116.47725","33.816167 -116.45743"
"4970","Starbucks",40.43209,-122.287006,40.45297,-122.288374,7616.49,"40.43209 -122.287006","40.45297 -122.288374"
"4971","Starbucks",43.32201,-88.005829,43.319373,-87.925937,21283.14,"43.32201 -88.005829","43.319373 -87.925937"
"4972","Starbucks",38.858184,-77.381393,38.859388,-77.38907,2229.74,"38.858184 -77.381393","38.859388 -77.38907"
"4973","Starbucks",38.802619,-77.061939,38.803371,-77.0649,887.2,"38.802619 -77.061939","38.803371 -77.0649"
"4974","Starbucks",32.603547,-96.823618,32.604254,-96.855306,9762.27,"32.603547 -96.823618","32.604254 -96.855306"
"4975","Starbucks",35.846877,-86.422667,35.848623,-86.362969,17704.71,"35.846877 -86.422667","35.848623 -86.362969"
"4976","Starbucks",35.749834,-83.992229,35.805814,-83.986709,20443.97,"35.749834 -83.992229","35.805814 -83.986709"
"4977","Starbucks",35.040321,-85.155778,35.029994,-85.156068,3759.86,"35.040321 -85.155778","35.029994 -85.156068"
"4978","Starbucks",40.709353,-73.869314,40.705727,-73.85812,3373.01,"40.709353 -73.869314","40.705727 -73.85812"
"4979","Starbucks",40.845046,-73.274902,40.839025,-73.28691,3981.39,"40.845046 -73.274902","40.839025 -73.28691"
"4980","Starbucks",42.726624,-73.795394,42.74142,-73.80833,6415.58,"42.726624 -73.795394","42.74142 -73.80833"
"4981","Starbucks",40.694698,-73.986958,40.691842,-73.988309,1105.93,"40.694698 -73.986958","40.691842 -73.988309"
"4982","Starbucks",40.621133,-74.025818,40.619274,-74.032948,2092.04,"40.621133 -74.025818","40.619274 -74.032948"
"4983","Starbucks",40.686224,-73.990999,40.68855,-73.992777,980.46,"40.686224 -73.990999","40.68855 -73.992777"
"4984","Starbucks",33.407572,-104.522333,33.380973,-104.523999,9692.33,"33.407572 -104.522333","33.380973 -104.523999"
"4985","Starbucks",38.768313,-90.784308,38.765965,-90.76348,6000.08,"38.768313 -90.784308","38.765965 -90.76348"
"4986","Starbucks",38.219533,-85.626685,38.215452,-85.594947,9239,"38.219533 -85.626685","38.215452 -85.594947"
"4987","Starbucks",38.355175,-85.496155,38.297004,-85.557189,27484.35,"38.355175 -85.496155","38.297004 -85.557189"
"4988","Starbucks",38.480908,-82.644064,38.422182,-82.443737,61228.15,"38.480908 -82.644064","38.422182 -82.443737"
"4989","Starbucks",40.417828,-86.816434,40.414897,-86.839383,6478.85,"40.417828 -86.816434","40.414897 -86.839383"
"4990","Starbucks",41.912488,-88.337076,41.899947,-88.340266,4651.85,"41.912488 -88.337076","41.899947 -88.340266"
"4991","Starbucks",41.955181,-87.871537,41.953026,-87.881012,2694.33,"41.955181 -87.871537","41.953026 -87.881012"
"4992","Starbucks",41.688183,-88.068649,41.7022,-88.0738,5297.95,"41.688183 -88.068649","41.7022 -88.0738"
"4993","Starbucks",41.679476,-91.590275,41.65827,-91.534391,17112.87,"41.679476 -91.590275","41.65827 -91.534391"
"4994","Starbucks",33.864897,-84.477389,33.880351,-84.469554,6106.13,"33.864897 -84.477389","33.880351 -84.469554"
"4995","Starbucks",28.103895,-81.9507,28.092466,-81.97073,7679.4,"28.103895 -81.9507","28.092466 -81.97073"
"4996","Starbucks",25.725671,-80.263159,25.719182,-80.27589,4809.52,"25.725671 -80.263159","25.719182 -80.27589"
"4997","Starbucks",26.670602,-81.933486,26.670476,-81.935229,571.07,"26.670602 -81.933486","26.670476 -81.935229"
"4998","Starbucks",41.346051,-72.048635,41.364913,-72.025234,9408.08,"41.346051 -72.048635","41.364913 -72.025234"
"4999","Starbucks",39.880013,-105.096768,39.886543,-105.078687,5604.15,"39.880013 -105.096768","39.886543 -105.078687"
"5000","Starbucks",34.17288,-118.556496,34.170689,-118.569989,4158.63,"34.17288 -118.556496","34.170689 -118.569989"
"5001","Starbucks",37.289773,-121.847939,37.274853,-121.857502,6103.71,"37.289773 -121.847939","37.274853 -121.857502"
"5002","Starbucks",34.069474,-117.261565,34.063236,-117.284652,7351.51,"34.069474 -117.261565","34.063236 -117.284652"
"5003","Starbucks",38.496165,-121.435761,38.473704,-121.429963,8346.86,"38.496165 -121.435761","38.473704 -121.429963"
"5004","Starbucks",38.291425,-77.51243,38.293598,-77.518965,2035.76,"38.291425 -77.51243","38.293598 -77.518965"
"5005","Starbucks",31.495312,-97.218518,31.533777,-97.190791,16445.57,"31.495312 -97.218518","31.533777 -97.190791"
"5006","Starbucks",35.169093,-89.8658,35.128498,-89.86125,14838.65,"35.169093 -89.8658","35.128498 -89.86125"
"5007","Starbucks",34.690585,-82.834429,34.698002,-82.801501,10260.03,"34.690585 -82.834429","34.698002 -82.801501"
"5008","Starbucks",40.764767,-73.97709,40.763839,-73.977174,338.91,"40.764767 -73.97709","40.763839 -73.977174"
"5009","Starbucks",40.74866,-73.985614,40.747763,-73.985306,337.77,"40.74866 -73.985614","40.747763 -73.985306"
"5010","Starbucks",39.920547,-75.03529,39.933766,-75.03063,4989.69,"39.920547 -75.03529","39.933766 -75.03063"
"5011","Starbucks",34.739188,-76.808545,35.101679,-77.096398,157652.99,"34.739188 -76.808545","35.101679 -77.096398"
"5012","Starbucks",38.557545,-90.262023,38.592598,-90.272163,13091.34,"38.557545 -90.262023","38.592598 -90.272163"
"5013","Starbucks",42.555543,-71.181095,42.518122,-71.135588,18342.1,"42.555543 -71.181095","42.518122 -71.135588"
"5014","Starbucks",30.175027,-92.077119,30.186472,-92.075507,4193.6,"30.175027 -92.077119","30.186472 -92.075507"
"5015","Starbucks",39.186503,-96.57572,39.183887,-96.557775,5175.25,"39.186503 -96.57572","39.183887 -96.557775"
"5016","Starbucks",42.019231,-87.689931,42.0192,-87.676895,3542.4,"42.019231 -87.689931","42.0192 -87.676895"
"5017","Starbucks",25.686735,-80.364859,25.698818,-80.337153,10126.04,"25.686735 -80.364859","25.698818 -80.337153"
"5018","Starbucks",34.473696,-117.347932,34.469934,-117.351069,1663.93,"34.473696 -117.347932","34.469934 -117.351069"
"5019","Starbucks",34.064119,-117.610588,34.071814,-117.593793,5806.43,"34.064119 -117.610588","34.071814 -117.593793"
"5020","Starbucks",37.15567,-121.650685,37.157381,-121.654211,1201.69,"37.15567 -121.650685","37.157381 -121.654211"
"5021","Starbucks",35.2824,-93.107118,35.079395,-92.45434,208601.9,"35.2824 -93.107118","35.079395 -92.45434"
"5022","Starbucks",47.791223,-122.291749,47.790862,-122.290699,289.76,"47.791223 -122.291749","47.790862 -122.290699"
"5023","Starbucks",33.999873,-81.038851,33.999914,-81.017323,6525.16,"33.999873 -81.038851","33.999914 -81.017323"
"5024","Starbucks",40.222434,-76.93385,40.238688,-76.934735,5926.56,"40.222434 -76.93385","40.238688 -76.934735"
"5025","Starbucks",39.382737,-84.369585,39.356948,-84.3763,9583.58,"39.382737 -84.369585","39.356948 -84.3763"
"5026","Starbucks",40.771365,-73.982591,40.768869,-73.982343,911.98,"40.771365 -73.982591","40.768869 -73.982343"
"5027","Starbucks",40.753944,-73.978759,40.753887,-73.978719,23.54,"40.753944 -73.978759","40.753887 -73.978719"
"5028","Starbucks",40.756963,-73.975901,40.756423,-73.975073,302.21,"40.756963 -73.975901","40.756423 -73.975073"
"5029","Starbucks",36.062729,-115.224316,36.056822,-115.24227,5726.13,"36.062729 -115.224316","36.056822 -115.24227"
"5030","Starbucks",38.659093,-90.337281,38.650325,-90.337899,3198.23,"38.659093 -90.337281","38.650325 -90.337899"
"5031","Starbucks",43.611932,-84.735368,43.589803,-84.777358,13740.18,"43.611932 -84.735368","43.589803 -84.777358"
"5032","Starbucks",42.344278,-71.101407,42.349331,-71.100046,1877.91,"42.344278 -71.101407","42.349331 -71.100046"
"5033","Starbucks",30.00415,-90.105472,30.000825,-90.127383,7040.52,"30.00415 -90.105472","30.000825 -90.127383"
"5034","Starbucks",41.468997,-87.316053,41.471651,-87.307645,2499.02,"41.468997 -87.316053","41.471651 -87.307645"
"5035","Starbucks",41.847265,-87.811055,41.854725,-87.851292,11294.72,"41.847265 -87.811055","41.854725 -87.851292"
"5036","Starbucks",41.880481,-87.647314,41.88239,-87.647149,697.11,"41.880481 -87.647314","41.88239 -87.647149"
"5037","Starbucks",30.219832,-85.873441,30.221,-85.8839,3330.72,"30.219832 -85.873441","30.221 -85.8839"
"5038","Starbucks",28.152101,-80.584472,28.128681,-80.630586,17128.64,"28.152101 -80.584472","28.128681 -80.630586"
"5039","Starbucks",25.82183,-80.281352,25.794789,-80.269156,10616.04,"25.82183 -80.281352","25.794789 -80.269156"
"5040","Starbucks",38.789773,-104.758623,38.812707,-104.746981,8987.76,"38.789773 -104.758623","38.812707 -104.746981"
"5041","Starbucks",34.849957,-92.404942,34.79817,-92.41596,19136.82,"34.849957 -92.404942","34.79817 -92.41596"
"5042","Starbucks",28.449764,-81.48724,28.4521,-81.489785,1179.12,"28.449764 -81.48724","28.4521 -81.489785"
"5043","Starbucks",47.829924,-122.271631,47.82941,-122.271435,193.58,"47.829924 -122.271631","47.82941 -122.271435"
"5044","Starbucks",32.340887,-97.405407,32.522085,-97.349882,68114.86,"32.340887 -97.405407","32.522085 -97.349882"
"5045","Starbucks",30.108173,-97.334893,30.217703,-97.689971,119078.74,"30.108173 -97.334893","30.217703 -97.689971"
"5046","Starbucks",39.071527,-84.311497,39.073463,-84.313443,895.82,"39.071527 -84.311497","39.073463 -84.313443"
"5047","Starbucks",41.108843,-74.580818,41.189751,-74.485323,39506.49,"41.108843 -74.580818","41.189751 -74.485323"
"5048","Starbucks",38.955157,-76.824279,38.953813,-76.824808,512.11,"38.955157 -76.824279","38.953813 -76.824808"
"5049","Starbucks",39.385069,-76.687297,39.368797,-76.649498,12219.26,"39.385069 -76.687297","39.368797 -76.649498"
"5050","Starbucks",39.304331,-76.615899,39.316936,-76.616414,4593.64,"39.304331 -76.615899","39.316936 -76.616414"
"5051","Starbucks",42.357962,-71.115104,42.35055,-71.114551,2705.36,"42.357962 -71.115104","42.35055 -71.114551"
"5052","Starbucks",28.049944,-82.737771,28.079524,-82.739834,10775.42,"28.049944 -82.737771","28.079524 -82.739834"
"5053","Starbucks",27.534147,-82.506917,27.494865,-82.562705,23042.53,"27.534147 -82.506917","27.494865 -82.562705"
"5054","Starbucks",27.494865,-82.562705,27.461706,-82.575409,12739.45,"27.494865 -82.562705","27.461706 -82.575409"
"5055","Starbucks",41.723107,-72.76307,41.725203,-72.757339,1740.99,"41.723107 -72.76307","41.725203 -72.757339"
"5056","Starbucks",30.673693,-88.12662,30.675957,-88.122975,1411.15,"30.673693 -88.12662","30.675957 -88.122975"
"5057","Starbucks",45.665742,-122.557499,45.676655,-122.551025,4309.89,"45.665742 -122.557499","45.676655 -122.551025"
"5058","Starbucks",47.564283,-122.377043,47.561286,-122.384684,2180.39,"47.564283 -122.377043","47.561286 -122.384684"
"5059","Starbucks",47.531954,-122.19411,47.539492,-122.167349,7159.6,"47.531954 -122.19411","47.539492 -122.167349"
"5060","Starbucks",46.116573,-122.949903,46.136719,-122.938639,7882.51,"46.116573 -122.949903","46.136719 -122.938639"
"5061","Starbucks",47.440963,-122.244169,47.450086,-122.261998,5526.03,"47.440963 -122.244169","47.450086 -122.261998"
"5062","Starbucks",47.096323,-122.356345,47.095958,-122.3547,430.82,"47.096323 -122.356345","47.095958 -122.3547"
"5063","Starbucks",47.294688,-122.21365,47.306347,-122.226969,5385.8,"47.294688 -122.21365","47.306347 -122.226969"
"5064","Starbucks",48.151296,-122.193236,48.149376,-122.192187,745.78,"48.151296 -122.193236","48.149376 -122.192187"
"5065","Starbucks",37.225984,-79.969247,37.254895,-79.955168,11296.71,"37.225984 -79.969247","37.254895 -79.955168"
"5066","Starbucks",36.712226,-76.276325,36.728206,-76.299591,8963.93,"36.712226 -76.276325","36.728206 -76.299591"
"5067","Starbucks",29.74329,-95.776041,29.735951,-95.776107,2669.1,"29.74329 -95.776041","29.735951 -95.776107"
"5068","Starbucks",36.049863,-83.999876,36.049251,-83.999464,253.91,"36.049863 -83.999876","36.049251 -83.999464"
"5069","Starbucks",35.925152,-84.04244,35.911527,-84.087783,14313.68,"35.925152 -84.04244","35.911527 -84.087783"
"5070","Starbucks",39.25375,-84.426184,39.227106,-84.397519,12653.25,"39.25375 -84.426184","39.227106 -84.397519"
"5071","Starbucks",40.733677,-74.006126,40.73311,-74.002707,969.81,"40.733677 -74.006126","40.73311 -74.002707"
"5072","Starbucks",40.72756,-74.007408,40.725772,-74.005579,825.44,"40.72756 -74.007408","40.725772 -74.005579"
"5073","Starbucks",40.823382,-73.942611,40.81963,-73.930388,3648.8,"40.823382 -73.942611","40.81963 -73.930388"
"5074","Starbucks",32.284156,-106.756682,32.290917,-106.784462,8930.71,"32.284156 -106.756682","32.290917 -106.784462"
"5075","Starbucks",40.77999,-74.69708,40.845046,-74.811295,39514.59,"40.77999 -74.69708","40.845046 -74.811295"
"5076","Starbucks",36.187928,-80.27681,36.168168,-80.276999,7193.89,"36.187928 -80.27681","36.168168 -80.276999"
"5077","Starbucks",35.205783,-80.838679,35.20134,-80.843366,2139.2,"35.205783 -80.838679","35.20134 -80.843366"
"5078","Starbucks",42.718404,-83.416765,42.661014,-83.389118,22197.98,"42.718404 -83.416765","42.661014 -83.389118"
"5079","Starbucks",38.373664,-76.442936,38.300503,-76.51514,33746.92,"38.373664 -76.442936","38.300503 -76.51514"
"5080","Starbucks",42.152876,-70.84664,42.13529,-70.84106,6585.05,"42.152876 -70.84664","42.13529 -70.84106"
"5081","Starbucks",30.348931,-91.027323,30.384621,-91.061158,16803.95,"30.348931 -91.027323","30.384621 -91.061158"
"5082","Starbucks",38.968275,-94.666935,38.930874,-94.669499,13641.85,"38.968275 -94.666935","38.930874 -94.669499"
"5083","Starbucks",38.855361,-94.761667,38.83921,-94.7816,8175.24,"38.855361 -94.761667","38.83921 -94.7816"
"5084","Starbucks",41.758541,-87.944562,41.767868,-87.92834,5580.24,"41.758541 -87.944562","41.767868 -87.92834"
