FiscalYear,MonthYear,Town,AdmMonth,FYMonthOrder,AdmYear,MonthTotal
2014,July-13,Meriden,7,1,2013,133
2014,August-13,Meriden,8,2,2013,139
2014,September-13,Meriden,9,3,2013,104
2014,October-13,Meriden,10,4,2013,130
2014,November-13,Meriden,11,5,2013,92
2014,December-13,Meriden,12,6,2013,84
2014,January-14,Meriden,1,7,2014,127
2014,February-14,Meriden,2,8,2014,104
2014,March-14,Meriden,3,9,2014,126
2014,April-14,Meriden,4,10,2014,124
2014,May-14,Meriden,5,11,2014,128
2014,June-14,Meriden,6,12,2014,135
2015,July-14,Meriden,7,1,2014,98
2015,August-14,Meriden,8,2,2014,115
2015,September-14,Meriden,9,3,2014,128
2015,October-14,Meriden,10,4,2014,135
2015,November-14,Meriden,11,5,2014,87
2015,December-14,Meriden,12,6,2014,142
2015,January-15,Meriden,1,7,2015,156
2015,February-15,Meriden,2,8,2015,95
2015,March-15,Meriden,3,9,2015,145
2015,April-15,Meriden,4,10,2015,116
2015,May-15,Meriden,5,11,2015,115
2015,June-15,Meriden,6,12,2015,125
2016,July-15,Meriden,7,1,2015,125
2016,August-15,Meriden,8,2,2015,116
2016,September-15,Meriden,9,3,2015,136
2016,October-15,Meriden,10,4,2015,112
2016,November-15,Meriden,11,5,2015,100
2016,December-15,Meriden,12,6,2015,113
2016,January-16,Meriden,1,7,2016,105
2016,February-16,Meriden,2,8,2016,109
2016,March-16,Meriden,3,9,2016,124
2016,April-16,Meriden,4,10,2016,139
2016,May-16,Meriden,5,11,2016,108
2016,June-16,Meriden,6,12,2016,108
2014,July-13,Middletown,7,1,2013,181
2014,August-13,Middletown,8,2,2013,152
2014,September-13,Middletown,9,3,2013,145
2014,October-13,Middletown,10,4,2013,133
2014,November-13,Middletown,11,5,2013,117
2014,December-13,Middletown,12,6,2013,137
2014,January-14,Middletown,1,7,2014,151
2014,February-14,Middletown,2,8,2014,130
2014,March-14,Middletown,3,9,2014,138
2014,April-14,Middletown,4,10,2014,159
2014,May-14,Middletown,5,11,2014,152
2014,June-14,Middletown,6,12,2014,165
2015,July-14,Middletown,7,1,2014,181
2015,August-14,Middletown,8,2,2014,150
2015,September-14,Middletown,9,3,2014,154
2015,October-14,Middletown,10,4,2014,173
2015,November-14,Middletown,11,5,2014,129
2015,December-14,Middletown,12,6,2014,127
2015,January-15,Middletown,1,7,2015,135
2015,February-15,Middletown,2,8,2015,131
2015,March-15,Middletown,3,9,2015,136
2015,April-15,Middletown,4,10,2015,135
2015,May-15,Middletown,5,11,2015,129
2015,June-15,Middletown,6,12,2015,139
2016,July-15,Middletown,7,1,2015,127
2016,August-15,Middletown,8,2,2015,154
2016,September-15,Middletown,9,3,2015,145
2016,October-15,Middletown,10,4,2015,146
2016,November-15,Middletown,11,5,2015,128
2016,December-15,Middletown,12,6,2015,140
2016,January-16,Middletown,1,7,2016,144
2016,February-16,Middletown,2,8,2016,138
2016,March-16,Middletown,3,9,2016,162
2016,April-16,Middletown,4,10,2016,168
2016,May-16,Middletown,5,11,2016,137
2016,June-16,Middletown,6,12,2016,149
2014,July-13,Milford,7,1,2013,70
2014,August-13,Milford,8,2,2013,71
2014,September-13,Milford,9,3,2013,64
2014,October-13,Milford,10,4,2013,62
2014,November-13,Milford,11,5,2013,46
2014,December-13,Milford,12,6,2013,37
2014,January-14,Milford,1,7,2014,62
2014,February-14,Milford,2,8,2014,55
2014,March-14,Milford,3,9,2014,55
2014,April-14,Milford,4,10,2014,63
2014,May-14,Milford,5,11,2014,60
2014,June-14,Milford,6,12,2014,70
2015,July-14,Milford,7,1,2014,60
2015,August-14,Milford,8,2,2014,66
2015,September-14,Milford,9,3,2014,64
2015,October-14,Milford,10,4,2014,66
2015,November-14,Milford,11,5,2014,44
2015,December-14,Milford,12,6,2014,67
2015,January-15,Milford,1,7,2015,60
2015,February-15,Milford,2,8,2015,48
2015,March-15,Milford,3,9,2015,67
2015,April-15,Milford,4,10,2015,58
2015,May-15,Milford,5,11,2015,61
2015,June-15,Milford,6,12,2015,56
2016,July-15,Milford,7,1,2015,68
2016,August-15,Milford,8,2,2015,56
2016,September-15,Milford,9,3,2015,61
2016,October-15,Milford,10,4,2015,66
2016,November-15,Milford,11,5,2015,41
2016,December-15,Milford,12,6,2015,59
2016,January-16,Milford,1,7,2016,63
2016,February-16,Milford,2,8,2016,58
2016,March-16,Milford,3,9,2016,74
2016,April-16,Milford,4,10,2016,53
2016,May-16,Milford,5,11,2016,80
2016,June-16,Milford,6,12,2016,58
2014,July-13,Monroe,7,1,2013,12
2014,August-13,Monroe,8,2,2013,18
2014,September-13,Monroe,9,3,2013,13
2014,October-13,Monroe,10,4,2013,15
2014,November-13,Monroe,11,5,2013,22
2014,December-13,Monroe,12,6,2013,10
2014,January-14,Monroe,1,7,2014,11
2014,February-14,Monroe,2,8,2014,10
2014,March-14,Monroe,3,9,2014,13
2014,April-14,Monroe,4,10,2014,7
2014,May-14,Monroe,5,11,2014,18
2014,June-14,Monroe,6,12,2014,14
2015,July-14,Monroe,7,1,2014,16
2015,August-14,Monroe,8,2,2014,17
2015,September-14,Monroe,9,3,2014,15
2015,October-14,Monroe,10,4,2014,18
2015,November-14,Monroe,11,5,2014,13
2015,December-14,Monroe,12,6,2014,13
2015,January-15,Monroe,1,7,2015,22
2015,February-15,Monroe,2,8,2015,10
2015,March-15,Monroe,3,9,2015,15
2015,April-15,Monroe,4,10,2015,17
2015,May-15,Monroe,5,11,2015,15
2015,June-15,Monroe,6,12,2015,9
2016,July-15,Monroe,7,1,2015,12
2016,August-15,Monroe,8,2,2015,22
2016,September-15,Monroe,9,3,2015,11
2016,October-15,Monroe,10,4,2015,14
2016,November-15,Monroe,11,5,2015,14
2016,December-15,Monroe,12,6,2015,18
2016,January-16,Monroe,1,7,2016,16
2016,February-16,Monroe,2,8,2016,15
2016,March-16,Monroe,3,9,2016,18
2016,April-16,Monroe,4,10,2016,15
2016,May-16,Monroe,5,11,2016,13
2016,June-16,Monroe,6,12,2016,13
2014,July-13,Montville,7,1,2013,35
2014,August-13,Montville,8,2,2013,32
2014,September-13,Montville,9,3,2013,41
2014,October-13,Montville,10,4,2013,54
2014,November-13,Montville,11,5,2013,33
2014,December-13,Montville,12,6,2013,36
2014,January-14,Montville,1,7,2014,35
2014,February-14,Montville,2,8,2014,26
2014,March-14,Montville,3,9,2014,31
2014,April-14,Montville,4,10,2014,31
2014,May-14,Montville,5,11,2014,52
2014,June-14,Montville,6,12,2014,35
2015,July-14,Montville,7,1,2014,32
2015,August-14,Montville,8,2,2014,33
2015,September-14,Montville,9,3,2014,25
2015,October-14,Montville,10,4,2014,23
2015,November-14,Montville,11,5,2014,25
2015,December-14,Montville,12,6,2014,32
2015,January-15,Montville,1,7,2015,31
2015,February-15,Montville,2,8,2015,27
2015,March-15,Montville,3,9,2015,31
2015,April-15,Montville,4,10,2015,30
2015,May-15,Montville,5,11,2015,31
2015,June-15,Montville,6,12,2015,36
2016,July-15,Montville,7,1,2015,31
2016,August-15,Montville,8,2,2015,22
2016,September-15,Montville,9,3,2015,34
2016,October-15,Montville,10,4,2015,27
2016,November-15,Montville,11,5,2015,39
2016,December-15,Montville,12,6,2015,29
2016,January-16,Montville,1,7,2016,35
2016,February-16,Montville,2,8,2016,24
2016,March-16,Montville,3,9,2016,42
2016,April-16,Montville,4,10,2016,28
2016,May-16,Montville,5,11,2016,33
2016,June-16,Montville,6,12,2016,38
2014,July-13,NA,7,1,2013,165
2014,August-13,NA,8,2,2013,177
2014,September-13,NA,9,3,2013,165
2014,October-13,NA,10,4,2013,156
2014,November-13,NA,11,5,2013,137
2014,December-13,NA,12,6,2013,151
2014,January-14,NA,1,7,2014,162
2014,February-14,NA,2,8,2014,157
2014,March-14,NA,3,9,2014,159
2014,April-14,NA,4,10,2014,179
2014,May-14,NA,5,11,2014,164
2014,June-14,NA,6,12,2014,155
2015,July-14,NA,7,1,2014,182
2015,August-14,NA,8,2,2014,180
2015,September-14,NA,9,3,2014,153
2015,October-14,NA,10,4,2014,155
2015,November-14,NA,11,5,2014,137
2015,December-14,NA,12,6,2014,148
2015,January-15,NA,1,7,2015,143
2015,February-15,NA,2,8,2015,115
2015,March-15,NA,3,9,2015,144
2015,April-15,NA,4,10,2015,188
2015,May-15,NA,5,11,2015,148
2015,June-15,NA,6,12,2015,161
2016,July-15,NA,7,1,2015,160
2016,August-15,NA,8,2,2015,151
2016,September-15,NA,9,3,2015,168
2016,October-15,NA,10,4,2015,166
2016,November-15,NA,11,5,2015,134
2016,December-15,NA,12,6,2015,136
2016,January-16,NA,1,7,2016,171
2016,February-16,NA,2,8,2016,161
2016,March-16,NA,3,9,2016,146
2016,April-16,NA,4,10,2016,136
2016,May-16,NA,5,11,2016,161
2016,June-16,NA,6,12,2016,156
2014,July-13,Naugatuck,7,1,2013,62
2014,August-13,Naugatuck,8,2,2013,69
2014,September-13,Naugatuck,9,3,2013,70
2014,October-13,Naugatuck,10,4,2013,72
2014,November-13,Naugatuck,11,5,2013,71
2014,December-13,Naugatuck,12,6,2013,59
2014,January-14,Naugatuck,1,7,2014,61
2014,February-14,Naugatuck,2,8,2014,37
2014,March-14,Naugatuck,3,9,2014,79
2014,April-14,Naugatuck,4,10,2014,65
2014,May-14,Naugatuck,5,11,2014,63
2014,June-14,Naugatuck,6,12,2014,62
2015,July-14,Naugatuck,7,1,2014,75
2015,August-14,Naugatuck,8,2,2014,59
2015,September-14,Naugatuck,9,3,2014,70
2015,October-14,Naugatuck,10,4,2014,73
2015,November-14,Naugatuck,11,5,2014,73
2015,December-14,Naugatuck,12,6,2014,73
2015,January-15,Naugatuck,1,7,2015,69
2015,February-15,Naugatuck,2,8,2015,58
2015,March-15,Naugatuck,3,9,2015,101
2015,April-15,Naugatuck,4,10,2015,68
2015,May-15,Naugatuck,5,11,2015,51
2015,June-15,Naugatuck,6,12,2015,84
2016,July-15,Naugatuck,7,1,2015,70
2016,August-15,Naugatuck,8,2,2015,77
2016,September-15,Naugatuck,9,3,2015,66
2016,October-15,Naugatuck,10,4,2015,71
2016,November-15,Naugatuck,11,5,2015,46
2016,December-15,Naugatuck,12,6,2015,58
2016,January-16,Naugatuck,1,7,2016,68
2016,February-16,Naugatuck,2,8,2016,70
2016,March-16,Naugatuck,3,9,2016,84
2016,April-16,Naugatuck,4,10,2016,87
2016,May-16,Naugatuck,5,11,2016,78
2016,June-16,Naugatuck,6,12,2016,68
2014,July-13,New Britain,7,1,2013,243
2014,August-13,New Britain,8,2,2013,225
2014,September-13,New Britain,9,3,2013,228
2014,October-13,New Britain,10,4,2013,258
2014,November-13,New Britain,11,5,2013,212
2014,December-13,New Britain,12,6,2013,222
2014,January-14,New Britain,1,7,2014,240
2014,February-14,New Britain,2,8,2014,212
2014,March-14,New Britain,3,9,2014,256
2014,April-14,New Britain,4,10,2014,275
2014,May-14,New Britain,5,11,2014,230
2014,June-14,New Britain,6,12,2014,264
2015,July-14,New Britain,7,1,2014,267
2015,August-14,New Britain,8,2,2014,246
2015,September-14,New Britain,9,3,2014,261
2015,October-14,New Britain,10,4,2014,251
2015,November-14,New Britain,11,5,2014,228
2015,December-14,New Britain,12,6,2014,224
2015,January-15,New Britain,1,7,2015,230
2015,February-15,New Britain,2,8,2015,230
2015,March-15,New Britain,3,9,2015,266
2015,April-15,New Britain,4,10,2015,258
2015,May-15,New Britain,5,11,2015,261
2015,June-15,New Britain,6,12,2015,281
2016,July-15,New Britain,7,1,2015,297
2016,August-15,New Britain,8,2,2015,262
2016,September-15,New Britain,9,3,2015,316
2016,October-15,New Britain,10,4,2015,301
2016,November-15,New Britain,11,5,2015,219
2016,December-15,New Britain,12,6,2015,265
2016,January-16,New Britain,1,7,2016,241
2016,February-16,New Britain,2,8,2016,285
2016,March-16,New Britain,3,9,2016,293
2016,April-16,New Britain,4,10,2016,249
2016,May-16,New Britain,5,11,2016,286
2016,June-16,New Britain,6,12,2016,294
2015,July-14,New Fairfield,7,1,2014,16
2015,August-14,New Fairfield,8,2,2014,8
2015,September-14,New Fairfield,9,3,2014,8
2015,October-14,New Fairfield,10,4,2014,13
2015,November-14,New Fairfield,11,5,2014,10
2015,December-14,New Fairfield,12,6,2014,12
2015,January-15,New Fairfield,1,7,2015,16
2015,February-15,New Fairfield,2,8,2015,14
2015,March-15,New Fairfield,3,9,2015,22
2015,April-15,New Fairfield,4,10,2015,13
2015,May-15,New Fairfield,5,11,2015,19
2015,June-15,New Fairfield,6,12,2015,19
2016,July-15,New Fairfield,7,1,2015,14
2016,August-15,New Fairfield,8,2,2015,16
2016,September-15,New Fairfield,9,3,2015,15
2016,October-15,New Fairfield,10,4,2015,14
2016,November-15,New Fairfield,11,5,2015,17
2016,December-15,New Fairfield,12,6,2015,13
2016,January-16,New Fairfield,1,7,2016,16
2016,February-16,New Fairfield,2,8,2016,15
2016,March-16,New Fairfield,3,9,2016,17
2016,April-16,New Fairfield,4,10,2016,20
2016,May-16,New Fairfield,5,11,2016,11
2016,June-16,New Fairfield,6,12,2016,14
2014,July-13,New Haven,7,1,2013,463
2014,August-13,New Haven,8,2,2013,522
2014,September-13,New Haven,9,3,2013,487
2014,October-13,New Haven,10,4,2013,536
2014,November-13,New Haven,11,5,2013,434
2014,December-13,New Haven,12,6,2013,451
2014,January-14,New Haven,1,7,2014,486
2014,February-14,New Haven,2,8,2014,428
2014,March-14,New Haven,3,9,2014,568
2014,April-14,New Haven,4,10,2014,561
2014,May-14,New Haven,5,11,2014,550
2014,June-14,New Haven,6,12,2014,619
2015,July-14,New Haven,7,1,2014,537
2015,August-14,New Haven,8,2,2014,500
2015,September-14,New Haven,9,3,2014,526
2015,October-14,New Haven,10,4,2014,585
2015,November-14,New Haven,11,5,2014,470
2015,December-14,New Haven,12,6,2014,545
2015,January-15,New Haven,1,7,2015,545
2015,February-15,New Haven,2,8,2015,450
2015,March-15,New Haven,3,9,2015,548
2015,April-15,New Haven,4,10,2015,495
2015,May-15,New Haven,5,11,2015,479
2015,June-15,New Haven,6,12,2015,476
2016,July-15,New Haven,7,1,2015,516
2016,August-15,New Haven,8,2,2015,447
2016,September-15,New Haven,9,3,2015,510
2016,October-15,New Haven,10,4,2015,562
2016,November-15,New Haven,11,5,2015,442
2016,December-15,New Haven,12,6,2015,482
2016,January-16,New Haven,1,7,2016,462
2016,February-16,New Haven,2,8,2016,492
2016,March-16,New Haven,3,9,2016,554
2016,April-16,New Haven,4,10,2016,503
2016,May-16,New Haven,5,11,2016,492
2016,June-16,New Haven,6,12,2016,463
2014,July-13,New London,7,1,2013,185
2014,August-13,New London,8,2,2013,154
2014,September-13,New London,9,3,2013,146
2014,October-13,New London,10,4,2013,148
2014,November-13,New London,11,5,2013,160
2014,December-13,New London,12,6,2013,138
2014,January-14,New London,1,7,2014,161
2014,February-14,New London,2,8,2014,137
2014,March-14,New London,3,9,2014,176
2014,April-14,New London,4,10,2014,196
2014,May-14,New London,5,11,2014,153
2014,June-14,New London,6,12,2014,178
2015,July-14,New London,7,1,2014,176
2015,August-14,New London,8,2,2014,151
2015,September-14,New London,9,3,2014,174
2015,October-14,New London,10,4,2014,162
2015,November-14,New London,11,5,2014,121
2015,December-14,New London,12,6,2014,127
2015,January-15,New London,1,7,2015,140
2015,February-15,New London,2,8,2015,141
2015,March-15,New London,3,9,2015,130
2015,April-15,New London,4,10,2015,130
2015,May-15,New London,5,11,2015,122
2015,June-15,New London,6,12,2015,141
2016,July-15,New London,7,1,2015,127
2016,August-15,New London,8,2,2015,132
2016,September-15,New London,9,3,2015,150
2016,October-15,New London,10,4,2015,146
2016,November-15,New London,11,5,2015,140
2016,December-15,New London,12,6,2015,149
2016,January-16,New London,1,7,2016,144
2016,February-16,New London,2,8,2016,154
2016,March-16,New London,3,9,2016,159
2016,April-16,New London,4,10,2016,147
2016,May-16,New London,5,11,2016,136
2016,June-16,New London,6,12,2016,114
2014,July-13,New Milford,7,1,2013,52
2014,August-13,New Milford,8,2,2013,36
2014,September-13,New Milford,9,3,2013,47
2014,October-13,New Milford,10,4,2013,64
2014,November-13,New Milford,11,5,2013,53
2014,December-13,New Milford,12,6,2013,44
2014,January-14,New Milford,1,7,2014,45
2014,February-14,New Milford,2,8,2014,53
2014,March-14,New Milford,3,9,2014,56
2014,April-14,New Milford,4,10,2014,50
2014,May-14,New Milford,5,11,2014,49
2014,June-14,New Milford,6,12,2014,54
2015,July-14,New Milford,7,1,2014,48
2015,August-14,New Milford,8,2,2014,42
2015,September-14,New Milford,9,3,2014,45
2015,October-14,New Milford,10,4,2014,51
2015,November-14,New Milford,11,5,2014,34
2015,December-14,New Milford,12,6,2014,43
2015,January-15,New Milford,1,7,2015,42
2015,February-15,New Milford,2,8,2015,44
2015,March-15,New Milford,3,9,2015,58
2015,April-15,New Milford,4,10,2015,64
2015,May-15,New Milford,5,11,2015,55
2015,June-15,New Milford,6,12,2015,43
2016,July-15,New Milford,7,1,2015,42
2016,August-15,New Milford,8,2,2015,37
2016,September-15,New Milford,9,3,2015,53
2016,October-15,New Milford,10,4,2015,44
2016,November-15,New Milford,11,5,2015,29
2016,December-15,New Milford,12,6,2015,48
2016,January-16,New Milford,1,7,2016,63
2016,February-16,New Milford,2,8,2016,50
2016,March-16,New Milford,3,9,2016,58
2016,April-16,New Milford,4,10,2016,50
2016,May-16,New Milford,5,11,2016,59
2016,June-16,New Milford,6,12,2016,56
2014,July-13,Newington,7,1,2013,42
2014,August-13,Newington,8,2,2013,42
2014,September-13,Newington,9,3,2013,35
2014,October-13,Newington,10,4,2013,50
2014,November-13,Newington,11,5,2013,34
2014,December-13,Newington,12,6,2013,28
2014,January-14,Newington,1,7,2014,22
2014,February-14,Newington,2,8,2014,39
2014,March-14,Newington,3,9,2014,34
2014,April-14,Newington,4,10,2014,29
2014,May-14,Newington,5,11,2014,33
2014,June-14,Newington,6,12,2014,41
2015,July-14,Newington,7,1,2014,36
2015,August-14,Newington,8,2,2014,27
2015,September-14,Newington,9,3,2014,37
2015,October-14,Newington,10,4,2014,39
2015,November-14,Newington,11,5,2014,33
2015,December-14,Newington,12,6,2014,27
2015,January-15,Newington,1,7,2015,29
2015,February-15,Newington,2,8,2015,34
2015,March-15,Newington,3,9,2015,26
2015,April-15,Newington,4,10,2015,27
2015,May-15,Newington,5,11,2015,33
2015,June-15,Newington,6,12,2015,33
2016,July-15,Newington,7,1,2015,44
2016,August-15,Newington,8,2,2015,39
2016,September-15,Newington,9,3,2015,35
2016,October-15,Newington,10,4,2015,39
2016,November-15,Newington,11,5,2015,35
2016,December-15,Newington,12,6,2015,37
2016,January-16,Newington,1,7,2016,43
2016,February-16,Newington,2,8,2016,42
2016,March-16,Newington,3,9,2016,39
2016,April-16,Newington,4,10,2016,38
2016,May-16,Newington,5,11,2016,46
2016,June-16,Newington,6,12,2016,34
2014,July-13,Newtown,7,1,2013,30
2014,August-13,Newtown,8,2,2013,28
2014,September-13,Newtown,9,3,2013,31
2014,October-13,Newtown,10,4,2013,27
2014,November-13,Newtown,11,5,2013,32
2014,December-13,Newtown,12,6,2013,21
2014,January-14,Newtown,1,7,2014,23
2014,February-14,Newtown,2,8,2014,22
2014,March-14,Newtown,3,9,2014,28
2014,April-14,Newtown,4,10,2014,33
2014,May-14,Newtown,5,11,2014,21
2014,June-14,Newtown,6,12,2014,24
2015,July-14,Newtown,7,1,2014,30
2015,August-14,Newtown,8,2,2014,33
2015,September-14,Newtown,9,3,2014,37
2015,October-14,Newtown,10,4,2014,29
2015,November-14,Newtown,11,5,2014,34
2015,December-14,Newtown,12,6,2014,25
2015,January-15,Newtown,1,7,2015,31
2015,February-15,Newtown,2,8,2015,23
2015,March-15,Newtown,3,9,2015,38
2015,April-15,Newtown,4,10,2015,40
2015,May-15,Newtown,5,11,2015,28
2015,June-15,Newtown,6,12,2015,24
2016,July-15,Newtown,7,1,2015,23
2016,August-15,Newtown,8,2,2015,19
2016,September-15,Newtown,9,3,2015,25
2016,October-15,Newtown,10,4,2015,29
2016,November-15,Newtown,11,5,2015,25
2016,December-15,Newtown,12,6,2015,21
2016,January-16,Newtown,1,7,2016,31
2016,February-16,Newtown,2,8,2016,27
2016,March-16,Newtown,3,9,2016,39
2016,April-16,Newtown,4,10,2016,37
2016,May-16,Newtown,5,11,2016,42
2016,June-16,Newtown,6,12,2016,24
2014,July-13,North Branford,7,1,2013,12
2014,August-13,North Branford,8,2,2013,16
2014,September-13,North Branford,9,3,2013,8
2014,October-13,North Branford,10,4,2013,12
2014,November-13,North Branford,11,5,2013,13
2014,December-13,North Branford,12,6,2013,10
2014,January-14,North Branford,1,7,2014,10
2014,February-14,North Branford,2,8,2014,7
2014,March-14,North Branford,3,9,2014,8
2014,April-14,North Branford,4,10,2014,13
2014,May-14,North Branford,5,11,2014,11
2014,June-14,North Branford,6,12,2014,25
2015,July-14,North Branford,7,1,2014,10
2015,August-14,North Branford,8,2,2014,14
2015,September-14,North Branford,9,3,2014,22
2015,October-14,North Branford,10,4,2014,23
2015,November-14,North Branford,11,5,2014,11
2015,December-14,North Branford,12,6,2014,30
2015,January-15,North Branford,1,7,2015,35
2015,February-15,North Branford,2,8,2015,17
2015,March-15,North Branford,3,9,2015,16
2015,April-15,North Branford,4,10,2015,20
2015,May-15,North Branford,5,11,2015,13
2015,June-15,North Branford,6,12,2015,19
2016,July-15,North Branford,7,1,2015,14
2016,August-15,North Branford,8,2,2015,25
2016,September-15,North Branford,9,3,2015,20
2016,October-15,North Branford,10,4,2015,15
2016,November-15,North Branford,11,5,2015,11
2016,December-15,North Branford,12,6,2015,10
2016,January-16,North Branford,1,7,2016,10
2016,February-16,North Branford,2,8,2016,10
2016,March-16,North Branford,3,9,2016,26
2016,April-16,North Branford,4,10,2016,8
2016,May-16,North Branford,5,11,2016,15
2016,June-16,North Branford,6,12,2016,11
2014,July-13,North Haven,7,1,2013,35
2014,August-13,North Haven,8,2,2013,24
2014,September-13,North Haven,9,3,2013,20
2014,October-13,North Haven,10,4,2013,18
2014,November-13,North Haven,11,5,2013,19
2014,December-13,North Haven,12,6,2013,14
2014,January-14,North Haven,1,7,2014,21
2014,February-14,North Haven,2,8,2014,15
2014,March-14,North Haven,3,9,2014,18
2014,April-14,North Haven,4,10,2014,18
2014,May-14,North Haven,5,11,2014,13
2014,June-14,North Haven,6,12,2014,43
2015,July-14,North Haven,7,1,2014,30
2015,August-14,North Haven,8,2,2014,26
2015,September-14,North Haven,9,3,2014,23
2015,October-14,North Haven,10,4,2014,31
2015,November-14,North Haven,11,5,2014,27
2015,December-14,North Haven,12,6,2014,44
2015,January-15,North Haven,1,7,2015,33
2015,February-15,North Haven,2,8,2015,15
2015,March-15,North Haven,3,9,2015,25
2015,April-15,North Haven,4,10,2015,12
2015,May-15,North Haven,5,11,2015,23
2015,June-15,North Haven,6,12,2015,21
2016,July-15,North Haven,7,1,2015,32
2016,August-15,North Haven,8,2,2015,34
2016,September-15,North Haven,9,3,2015,30
2016,October-15,North Haven,10,4,2015,17
2016,November-15,North Haven,11,5,2015,19
2016,December-15,North Haven,12,6,2015,21
2016,January-16,North Haven,1,7,2016,16
2016,February-16,North Haven,2,8,2016,20
2016,March-16,North Haven,3,9,2016,24
2016,April-16,North Haven,4,10,2016,19
2016,May-16,North Haven,5,11,2016,22
2016,June-16,North Haven,6,12,2016,29
2014,July-13,Norwalk,7,1,2013,108
2014,August-13,Norwalk,8,2,2013,96
2014,September-13,Norwalk,9,3,2013,105
2014,October-13,Norwalk,10,4,2013,113
2014,November-13,Norwalk,11,5,2013,92
2014,December-13,Norwalk,12,6,2013,68
2014,January-14,Norwalk,1,7,2014,130
2014,February-14,Norwalk,2,8,2014,98
2014,March-14,Norwalk,3,9,2014,100
2014,April-14,Norwalk,4,10,2014,122
2014,May-14,Norwalk,5,11,2014,114
2014,June-14,Norwalk,6,12,2014,94
2015,July-14,Norwalk,7,1,2014,130
2015,August-14,Norwalk,8,2,2014,116
2015,September-14,Norwalk,9,3,2014,115
2015,October-14,Norwalk,10,4,2014,124
2015,November-14,Norwalk,11,5,2014,122
2015,December-14,Norwalk,12,6,2014,98
2015,January-15,Norwalk,1,7,2015,105
2015,February-15,Norwalk,2,8,2015,97
2015,March-15,Norwalk,3,9,2015,115
2015,April-15,Norwalk,4,10,2015,135
2015,May-15,Norwalk,5,11,2015,109
2015,June-15,Norwalk,6,12,2015,109
2016,July-15,Norwalk,7,1,2015,112
2016,August-15,Norwalk,8,2,2015,107
2016,September-15,Norwalk,9,3,2015,112
2016,October-15,Norwalk,10,4,2015,90
2016,November-15,Norwalk,11,5,2015,86
2016,December-15,Norwalk,12,6,2015,93
2016,January-16,Norwalk,1,7,2016,74
2016,February-16,Norwalk,2,8,2016,102
2016,March-16,Norwalk,3,9,2016,107
2016,April-16,Norwalk,4,10,2016,108
2016,May-16,Norwalk,5,11,2016,98
2016,June-16,Norwalk,6,12,2016,92
2014,July-13,Norwich,7,1,2013,192
2014,August-13,Norwich,8,2,2013,170
2014,September-13,Norwich,9,3,2013,155
2014,October-13,Norwich,10,4,2013,177
2014,November-13,Norwich,11,5,2013,135
2014,December-13,Norwich,12,6,2013,135
2014,January-14,Norwich,1,7,2014,148
2014,February-14,Norwich,2,8,2014,131
2014,March-14,Norwich,3,9,2014,158
2014,April-14,Norwich,4,10,2014,124
2014,May-14,Norwich,5,11,2014,136
2014,June-14,Norwich,6,12,2014,145
2015,July-14,Norwich,7,1,2014,168
2015,August-14,Norwich,8,2,2014,134
2015,September-14,Norwich,9,3,2014,139
2015,October-14,Norwich,10,4,2014,155
2015,November-14,Norwich,11,5,2014,124
2015,December-14,Norwich,12,6,2014,162
2015,January-15,Norwich,1,7,2015,132
2015,February-15,Norwich,2,8,2015,117
2015,March-15,Norwich,3,9,2015,179
2015,April-15,Norwich,4,10,2015,136
2015,May-15,Norwich,5,11,2015,140
2015,June-15,Norwich,6,12,2015,134
2016,July-15,Norwich,7,1,2015,159
2016,August-15,Norwich,8,2,2015,138
2016,September-15,Norwich,9,3,2015,145
2016,October-15,Norwich,10,4,2015,150
2016,November-15,Norwich,11,5,2015,109
2016,December-15,Norwich,12,6,2015,152
2016,January-16,Norwich,1,7,2016,149
2016,February-16,Norwich,2,8,2016,136
2016,March-16,Norwich,3,9,2016,143
2016,April-16,Norwich,4,10,2016,135
2016,May-16,Norwich,5,11,2016,114
2016,June-16,Norwich,6,12,2016,120
2015,July-14,Old Saybrook,7,1,2014,18
2015,August-14,Old Saybrook,8,2,2014,9
2015,September-14,Old Saybrook,9,3,2014,16
2015,October-14,Old Saybrook,10,4,2014,11
2015,November-14,Old Saybrook,11,5,2014,10
2015,December-14,Old Saybrook,12,6,2014,6
2015,January-15,Old Saybrook,1,7,2015,11
2015,February-15,Old Saybrook,2,8,2015,10
2015,March-15,Old Saybrook,3,9,2015,9
2015,April-15,Old Saybrook,4,10,2015,6
2015,May-15,Old Saybrook,5,11,2015,11
2015,June-15,Old Saybrook,6,12,2015,9
2016,July-15,Old Saybrook,7,1,2015,16
2016,August-15,Old Saybrook,8,2,2015,8
2016,September-15,Old Saybrook,9,3,2015,7
2016,October-15,Old Saybrook,10,4,2015,7
2016,November-15,Old Saybrook,11,5,2015,8
2016,December-15,Old Saybrook,12,6,2015,6
2016,January-16,Old Saybrook,1,7,2016,10
2016,February-16,Old Saybrook,2,8,2016,11
2016,March-16,Old Saybrook,3,9,2016,7
2016,April-16,Old Saybrook,4,10,2016,10
2016,May-16,Old Saybrook,5,11,2016,12
2016,June-16,Old Saybrook,6,12,2016,9
2015,July-14,Oxford,7,1,2014,9
2015,August-14,Oxford,8,2,2014,10
2015,September-14,Oxford,9,3,2014,19
2015,October-14,Oxford,10,4,2014,17
2015,November-14,Oxford,11,5,2014,9
