FiscalYear,MonthYear,Town,AdmMonth,FYMonthOrder,AdmYear,MonthTotal
2016,March-16,East Lyme,3,9,2016,20
2016,April-16,East Lyme,4,10,2016,24
2016,May-16,East Lyme,5,11,2016,29
2016,June-16,East Lyme,6,12,2016,26
2014,July-13,East Windsor,7,1,2013,24
2014,August-13,East Windsor,8,2,2013,18
2014,September-13,East Windsor,9,3,2013,18
2014,October-13,East Windsor,10,4,2013,15
2014,November-13,East Windsor,11,5,2013,17
2014,December-13,East Windsor,12,6,2013,15
2014,January-14,East Windsor,1,7,2014,12
2014,February-14,East Windsor,2,8,2014,18
2014,March-14,East Windsor,3,9,2014,22
2014,April-14,East Windsor,4,10,2014,13
2014,May-14,East Windsor,5,11,2014,15
2014,June-14,East Windsor,6,12,2014,19
2016,July-15,East Windsor,7,1,2015,13
2016,August-15,East Windsor,8,2,2015,23
2016,September-15,East Windsor,9,3,2015,14
2016,October-15,East Windsor,10,4,2015,19
2016,November-15,East Windsor,11,5,2015,15
2016,December-15,East Windsor,12,6,2015,13
2016,January-16,East Windsor,1,7,2016,17
2016,February-16,East Windsor,2,8,2016,13
2016,March-16,East Windsor,3,9,2016,9
2016,April-16,East Windsor,4,10,2016,8
2016,May-16,East Windsor,5,11,2016,20
2016,June-16,East Windsor,6,12,2016,16
2014,July-13,Ellington,7,1,2013,22
2014,August-13,Ellington,8,2,2013,22
2014,September-13,Ellington,9,3,2013,12
2014,October-13,Ellington,10,4,2013,10
2014,November-13,Ellington,11,5,2013,6
2014,December-13,Ellington,12,6,2013,12
2014,January-14,Ellington,1,7,2014,17
2014,February-14,Ellington,2,8,2014,12
2014,March-14,Ellington,3,9,2014,13
2014,April-14,Ellington,4,10,2014,7
2014,May-14,Ellington,5,11,2014,12
2014,June-14,Ellington,6,12,2014,12
2016,July-15,Ellington,7,1,2015,9
2016,August-15,Ellington,8,2,2015,8
2016,September-15,Ellington,9,3,2015,14
2016,October-15,Ellington,10,4,2015,10
2016,November-15,Ellington,11,5,2015,9
2016,December-15,Ellington,12,6,2015,13
2016,January-16,Ellington,1,7,2016,17
2016,February-16,Ellington,2,8,2016,19
2016,March-16,Ellington,3,9,2016,12
2016,April-16,Ellington,4,10,2016,9
2016,May-16,Ellington,5,11,2016,13
2016,June-16,Ellington,6,12,2016,12
2014,July-13,Enfield,7,1,2013,90
2014,August-13,Enfield,8,2,2013,94
2014,September-13,Enfield,9,3,2013,63
2014,October-13,Enfield,10,4,2013,100
2014,November-13,Enfield,11,5,2013,84
2014,December-13,Enfield,12,6,2013,78
2014,January-14,Enfield,1,7,2014,101
2014,February-14,Enfield,2,8,2014,84
2014,March-14,Enfield,3,9,2014,96
2014,April-14,Enfield,4,10,2014,88
2014,May-14,Enfield,5,11,2014,79
2014,June-14,Enfield,6,12,2014,70
2015,July-14,Enfield,7,1,2014,95
2015,August-14,Enfield,8,2,2014,95
2015,September-14,Enfield,9,3,2014,77
2015,October-14,Enfield,10,4,2014,78
2015,November-14,Enfield,11,5,2014,59
2015,December-14,Enfield,12,6,2014,71
2015,January-15,Enfield,1,7,2015,79
2015,February-15,Enfield,2,8,2015,59
2015,March-15,Enfield,3,9,2015,96
2015,April-15,Enfield,4,10,2015,101
2015,May-15,Enfield,5,11,2015,77
2015,June-15,Enfield,6,12,2015,80
2016,July-15,Enfield,7,1,2015,80
2016,August-15,Enfield,8,2,2015,94
2016,September-15,Enfield,9,3,2015,90
2016,October-15,Enfield,10,4,2015,81
2016,November-15,Enfield,11,5,2015,69
2016,December-15,Enfield,12,6,2015,72
2016,January-16,Enfield,1,7,2016,70
2016,February-16,Enfield,2,8,2016,69
2016,March-16,Enfield,3,9,2016,74
2016,April-16,Enfield,4,10,2016,55
2016,May-16,Enfield,5,11,2016,62
2016,June-16,Enfield,6,12,2016,70
2014,July-13,Fairfield,7,1,2013,37
2014,August-13,Fairfield,8,2,2013,38
2014,September-13,Fairfield,9,3,2013,26
2014,October-13,Fairfield,10,4,2013,39
2014,November-13,Fairfield,11,5,2013,32
2014,December-13,Fairfield,12,6,2013,32
2014,January-14,Fairfield,1,7,2014,26
2014,February-14,Fairfield,2,8,2014,27
2014,March-14,Fairfield,3,9,2014,41
2014,April-14,Fairfield,4,10,2014,39
2014,May-14,Fairfield,5,11,2014,33
2014,June-14,Fairfield,6,12,2014,31
2015,July-14,Fairfield,7,1,2014,42
2015,August-14,Fairfield,8,2,2014,46
2015,September-14,Fairfield,9,3,2014,36
2015,October-14,Fairfield,10,4,2014,46
2015,November-14,Fairfield,11,5,2014,21
2015,December-14,Fairfield,12,6,2014,26
2015,January-15,Fairfield,1,7,2015,24
2015,February-15,Fairfield,2,8,2015,23
2015,March-15,Fairfield,3,9,2015,42
2015,April-15,Fairfield,4,10,2015,33
2015,May-15,Fairfield,5,11,2015,38
2015,June-15,Fairfield,6,12,2015,38
2016,July-15,Fairfield,7,1,2015,28
2016,August-15,Fairfield,8,2,2015,40
2016,September-15,Fairfield,9,3,2015,26
2016,October-15,Fairfield,10,4,2015,27
2016,November-15,Fairfield,11,5,2015,30
2016,December-15,Fairfield,12,6,2015,31
2016,January-16,Fairfield,1,7,2016,32
2016,February-16,Fairfield,2,8,2016,41
2016,March-16,Fairfield,3,9,2016,35
2016,April-16,Fairfield,4,10,2016,32
2016,May-16,Fairfield,5,11,2016,28
2016,June-16,Fairfield,6,12,2016,29
2014,July-13,Farmington,7,1,2013,26
2014,August-13,Farmington,8,2,2013,18
2014,September-13,Farmington,9,3,2013,15
2014,October-13,Farmington,10,4,2013,13
2014,November-13,Farmington,11,5,2013,12
2014,December-13,Farmington,12,6,2013,19
2014,January-14,Farmington,1,7,2014,24
2014,February-14,Farmington,2,8,2014,13
2014,March-14,Farmington,3,9,2014,25
2014,April-14,Farmington,4,10,2014,25
2014,May-14,Farmington,5,11,2014,24
2014,June-14,Farmington,6,12,2014,19
2015,July-14,Farmington,7,1,2014,22
2015,August-14,Farmington,8,2,2014,14
2015,September-14,Farmington,9,3,2014,14
2015,October-14,Farmington,10,4,2014,20
2015,November-14,Farmington,11,5,2014,23
2015,December-14,Farmington,12,6,2014,12
2015,January-15,Farmington,1,7,2015,26
2015,February-15,Farmington,2,8,2015,21
2015,March-15,Farmington,3,9,2015,21
2015,April-15,Farmington,4,10,2015,22
2015,May-15,Farmington,5,11,2015,14
2015,June-15,Farmington,6,12,2015,19
2016,July-15,Farmington,7,1,2015,22
2016,August-15,Farmington,8,2,2015,15
2016,September-15,Farmington,9,3,2015,21
2016,October-15,Farmington,10,4,2015,14
2016,November-15,Farmington,11,5,2015,24
2016,December-15,Farmington,12,6,2015,27
2016,January-16,Farmington,1,7,2016,23
2016,February-16,Farmington,2,8,2016,20
2016,March-16,Farmington,3,9,2016,18
2016,April-16,Farmington,4,10,2016,27
2016,May-16,Farmington,5,11,2016,18
2016,June-16,Farmington,6,12,2016,17
2014,July-13,Glastonbury,7,1,2013,15
2014,August-13,Glastonbury,8,2,2013,24
2014,September-13,Glastonbury,9,3,2013,25
2014,October-13,Glastonbury,10,4,2013,32
2014,November-13,Glastonbury,11,5,2013,23
2014,December-13,Glastonbury,12,6,2013,28
2014,January-14,Glastonbury,1,7,2014,21
2014,February-14,Glastonbury,2,8,2014,20
2014,March-14,Glastonbury,3,9,2014,23
2014,April-14,Glastonbury,4,10,2014,34
2014,May-14,Glastonbury,5,11,2014,21
2014,June-14,Glastonbury,6,12,2014,38
2015,July-14,Glastonbury,7,1,2014,32
2015,August-14,Glastonbury,8,2,2014,29
2015,September-14,Glastonbury,9,3,2014,31
2015,October-14,Glastonbury,10,4,2014,30
2015,November-14,Glastonbury,11,5,2014,31
2015,December-14,Glastonbury,12,6,2014,25
2015,January-15,Glastonbury,1,7,2015,28
2015,February-15,Glastonbury,2,8,2015,23
2015,March-15,Glastonbury,3,9,2015,18
2015,April-15,Glastonbury,4,10,2015,11
2015,May-15,Glastonbury,5,11,2015,13
2015,June-15,Glastonbury,6,12,2015,28
2016,July-15,Glastonbury,7,1,2015,32
2016,August-15,Glastonbury,8,2,2015,34
2016,September-15,Glastonbury,9,3,2015,27
2016,October-15,Glastonbury,10,4,2015,22
2016,November-15,Glastonbury,11,5,2015,26
2016,December-15,Glastonbury,12,6,2015,32
2016,January-16,Glastonbury,1,7,2016,25
2016,February-16,Glastonbury,2,8,2016,29
2016,March-16,Glastonbury,3,9,2016,30
2016,April-16,Glastonbury,4,10,2016,16
2016,May-16,Glastonbury,5,11,2016,31
2016,June-16,Glastonbury,6,12,2016,21
2014,July-13,Greenwich,7,1,2013,29
2014,August-13,Greenwich,8,2,2013,32
2014,September-13,Greenwich,9,3,2013,19
2014,October-13,Greenwich,10,4,2013,21
2014,November-13,Greenwich,11,5,2013,21
2014,December-13,Greenwich,12,6,2013,27
2014,January-14,Greenwich,1,7,2014,19
2014,February-14,Greenwich,2,8,2014,30
2014,March-14,Greenwich,3,9,2014,29
2014,April-14,Greenwich,4,10,2014,23
2014,May-14,Greenwich,5,11,2014,22
2014,June-14,Greenwich,6,12,2014,32
2015,July-14,Greenwich,7,1,2014,22
2015,August-14,Greenwich,8,2,2014,19
2015,September-14,Greenwich,9,3,2014,19
2015,October-14,Greenwich,10,4,2014,28
2015,November-14,Greenwich,11,5,2014,26
2015,December-14,Greenwich,12,6,2014,27
2015,January-15,Greenwich,1,7,2015,27
2015,February-15,Greenwich,2,8,2015,28
2015,March-15,Greenwich,3,9,2015,27
2015,April-15,Greenwich,4,10,2015,18
2015,May-15,Greenwich,5,11,2015,22
2015,June-15,Greenwich,6,12,2015,31
2016,July-15,Greenwich,7,1,2015,39
2016,August-15,Greenwich,8,2,2015,16
2016,September-15,Greenwich,9,3,2015,11
2016,October-15,Greenwich,10,4,2015,24
2016,November-15,Greenwich,11,5,2015,20
2016,December-15,Greenwich,12,6,2015,35
2016,January-16,Greenwich,1,7,2016,18
2016,February-16,Greenwich,2,8,2016,31
2016,March-16,Greenwich,3,9,2016,26
2016,April-16,Greenwich,4,10,2016,20
2016,May-16,Greenwich,5,11,2016,21
2016,June-16,Greenwich,6,12,2016,23
2014,July-13,Griswold,7,1,2013,41
2014,August-13,Griswold,8,2,2013,54
2014,September-13,Griswold,9,3,2013,42
2014,October-13,Griswold,10,4,2013,44
2014,November-13,Griswold,11,5,2013,30
2014,December-13,Griswold,12,6,2013,47
2014,January-14,Griswold,1,7,2014,40
2014,February-14,Griswold,2,8,2014,27
2014,March-14,Griswold,3,9,2014,37
2014,April-14,Griswold,4,10,2014,32
2014,May-14,Griswold,5,11,2014,36
2014,June-14,Griswold,6,12,2014,34
2015,July-14,Griswold,7,1,2014,53
2015,August-14,Griswold,8,2,2014,29
2015,September-14,Griswold,9,3,2014,42
2015,October-14,Griswold,10,4,2014,39
2015,November-14,Griswold,11,5,2014,34
2015,December-14,Griswold,12,6,2014,29
2015,January-15,Griswold,1,7,2015,44
2015,February-15,Griswold,2,8,2015,41
2015,March-15,Griswold,3,9,2015,45
2015,April-15,Griswold,4,10,2015,49
2015,May-15,Griswold,5,11,2015,30
2015,June-15,Griswold,6,12,2015,32
2016,July-15,Griswold,7,1,2015,41
2016,August-15,Griswold,8,2,2015,36
2016,September-15,Griswold,9,3,2015,36
2016,October-15,Griswold,10,4,2015,35
2016,November-15,Griswold,11,5,2015,32
2016,December-15,Griswold,12,6,2015,38
2016,January-16,Griswold,1,7,2016,30
2016,February-16,Griswold,2,8,2016,30
2016,March-16,Griswold,3,9,2016,40
2016,April-16,Griswold,4,10,2016,38
2016,May-16,Griswold,5,11,2016,30
2016,June-16,Griswold,6,12,2016,26
2014,July-13,Groton,7,1,2013,52
2014,August-13,Groton,8,2,2013,61
2014,September-13,Groton,9,3,2013,68
2014,October-13,Groton,10,4,2013,61
2014,November-13,Groton,11,5,2013,50
2014,December-13,Groton,12,6,2013,57
2014,January-14,Groton,1,7,2014,54
2014,February-14,Groton,2,8,2014,54
2014,March-14,Groton,3,9,2014,62
2014,April-14,Groton,4,10,2014,58
2014,May-14,Groton,5,11,2014,67
2014,June-14,Groton,6,12,2014,65
2015,July-14,Groton,7,1,2014,55
2015,August-14,Groton,8,2,2014,66
2015,September-14,Groton,9,3,2014,57
2015,October-14,Groton,10,4,2014,57
2015,November-14,Groton,11,5,2014,51
2015,December-14,Groton,12,6,2014,73
2015,January-15,Groton,1,7,2015,43
2015,February-15,Groton,2,8,2015,51
2015,March-15,Groton,3,9,2015,59
2015,April-15,Groton,4,10,2015,49
2015,May-15,Groton,5,11,2015,51
2015,June-15,Groton,6,12,2015,43
2016,July-15,Groton,7,1,2015,61
2016,August-15,Groton,8,2,2015,47
2016,September-15,Groton,9,3,2015,53
2016,October-15,Groton,10,4,2015,47
2016,November-15,Groton,11,5,2015,51
2016,December-15,Groton,12,6,2015,48
2016,January-16,Groton,1,7,2016,61
2016,February-16,Groton,2,8,2016,52
2016,March-16,Groton,3,9,2016,59
2016,April-16,Groton,4,10,2016,49
2016,May-16,Groton,5,11,2016,47
2016,June-16,Groton,6,12,2016,51
2014,July-13,Guilford,7,1,2013,21
2014,August-13,Guilford,8,2,2013,18
2014,September-13,Guilford,9,3,2013,16
2014,October-13,Guilford,10,4,2013,21
2014,November-13,Guilford,11,5,2013,18
2014,December-13,Guilford,12,6,2013,21
2014,January-14,Guilford,1,7,2014,13
2014,February-14,Guilford,2,8,2014,18
2014,March-14,Guilford,3,9,2014,16
2014,April-14,Guilford,4,10,2014,19
2014,May-14,Guilford,5,11,2014,25
2014,June-14,Guilford,6,12,2014,19
2015,July-14,Guilford,7,1,2014,14
2015,August-14,Guilford,8,2,2014,17
2015,September-14,Guilford,9,3,2014,9
2015,October-14,Guilford,10,4,2014,16
2015,November-14,Guilford,11,5,2014,8
2015,December-14,Guilford,12,6,2014,17
2015,January-15,Guilford,1,7,2015,21
2015,February-15,Guilford,2,8,2015,24
2015,March-15,Guilford,3,9,2015,26
2015,April-15,Guilford,4,10,2015,9
2015,May-15,Guilford,5,11,2015,14
2015,June-15,Guilford,6,12,2015,18
2014,July-13,Hamden,7,1,2013,76
2014,August-13,Hamden,8,2,2013,54
2014,September-13,Hamden,9,3,2013,72
2014,October-13,Hamden,10,4,2013,64
2014,November-13,Hamden,11,5,2013,63
2014,December-13,Hamden,12,6,2013,65
2014,January-14,Hamden,1,7,2014,58
2014,February-14,Hamden,2,8,2014,77
2014,March-14,Hamden,3,9,2014,62
2014,April-14,Hamden,4,10,2014,62
2014,May-14,Hamden,5,11,2014,79
2014,June-14,Hamden,6,12,2014,110
2015,July-14,Hamden,7,1,2014,73
2015,August-14,Hamden,8,2,2014,70
2015,September-14,Hamden,9,3,2014,61
2015,October-14,Hamden,10,4,2014,67
2015,November-14,Hamden,11,5,2014,59
2015,December-14,Hamden,12,6,2014,84
2015,January-15,Hamden,1,7,2015,84
2015,February-15,Hamden,2,8,2015,50
2015,March-15,Hamden,3,9,2015,77
2015,April-15,Hamden,4,10,2015,47
2015,May-15,Hamden,5,11,2015,71
2015,June-15,Hamden,6,12,2015,77
2016,July-15,Hamden,7,1,2015,66
2016,August-15,Hamden,8,2,2015,64
2016,September-15,Hamden,9,3,2015,57
2016,October-15,Hamden,10,4,2015,60
2016,November-15,Hamden,11,5,2015,48
2016,December-15,Hamden,12,6,2015,70
2016,January-16,Hamden,1,7,2016,76
2016,February-16,Hamden,2,8,2016,59
2016,March-16,Hamden,3,9,2016,70
2016,April-16,Hamden,4,10,2016,64
2016,May-16,Hamden,5,11,2016,54
2016,June-16,Hamden,6,12,2016,74
2014,July-13,Hartford,7,1,2013,586
2014,August-13,Hartford,8,2,2013,611
2014,September-13,Hartford,9,3,2013,629
2014,October-13,Hartford,10,4,2013,678
2014,November-13,Hartford,11,5,2013,586
2014,December-13,Hartford,12,6,2013,563
2014,January-14,Hartford,1,7,2014,609
2014,February-14,Hartford,2,8,2014,506
2014,March-14,Hartford,3,9,2014,660
2014,April-14,Hartford,4,10,2014,666
2014,May-14,Hartford,5,11,2014,627
2014,June-14,Hartford,6,12,2014,602
2015,July-14,Hartford,7,1,2014,710
2015,August-14,Hartford,8,2,2014,674
2015,September-14,Hartford,9,3,2014,635
2015,October-14,Hartford,10,4,2014,715
2015,November-14,Hartford,11,5,2014,588
2015,December-14,Hartford,12,6,2014,643
2015,January-15,Hartford,1,7,2015,597
2015,February-15,Hartford,2,8,2015,642
2015,March-15,Hartford,3,9,2015,709
2015,April-15,Hartford,4,10,2015,687
2015,May-15,Hartford,5,11,2015,594
2015,June-15,Hartford,6,12,2015,665
2016,July-15,Hartford,7,1,2015,670
2016,August-15,Hartford,8,2,2015,635
2016,September-15,Hartford,9,3,2015,685
2016,October-15,Hartford,10,4,2015,679
2016,November-15,Hartford,11,5,2015,549
2016,December-15,Hartford,12,6,2015,601
2016,January-16,Hartford,1,7,2016,551
2016,February-16,Hartford,2,8,2016,583
2016,March-16,Hartford,3,9,2016,631
2016,April-16,Hartford,4,10,2016,648
2016,May-16,Hartford,5,11,2016,550
2016,June-16,Hartford,6,12,2016,605
2014,July-13,Hebron,7,1,2013,11
2014,August-13,Hebron,8,2,2013,9
2014,September-13,Hebron,9,3,2013,10
2014,October-13,Hebron,10,4,2013,8
2014,November-13,Hebron,11,5,2013,12
2014,December-13,Hebron,12,6,2013,9
2014,January-14,Hebron,1,7,2014,12
2014,February-14,Hebron,2,8,2014,8
2014,March-14,Hebron,3,9,2014,8
2014,April-14,Hebron,4,10,2014,16
2014,May-14,Hebron,5,11,2014,6
2014,June-14,Hebron,6,12,2014,10
2014,July-13,Killingly,7,1,2013,54
2014,August-13,Killingly,8,2,2013,46
2014,September-13,Killingly,9,3,2013,42
2014,October-13,Killingly,10,4,2013,57
2014,November-13,Killingly,11,5,2013,35
2014,December-13,Killingly,12,6,2013,34
2014,January-14,Killingly,1,7,2014,42
2014,February-14,Killingly,2,8,2014,58
2014,March-14,Killingly,3,9,2014,50
2014,April-14,Killingly,4,10,2014,47
2014,May-14,Killingly,5,11,2014,38
2014,June-14,Killingly,6,12,2014,65
2015,July-14,Killingly,7,1,2014,43
2015,August-14,Killingly,8,2,2014,53
2015,September-14,Killingly,9,3,2014,44
2015,October-14,Killingly,10,4,2014,58
2015,November-14,Killingly,11,5,2014,38
2015,December-14,Killingly,12,6,2014,39
2015,January-15,Killingly,1,7,2015,58
2015,February-15,Killingly,2,8,2015,43
2015,March-15,Killingly,3,9,2015,57
2015,April-15,Killingly,4,10,2015,53
2015,May-15,Killingly,5,11,2015,47
2015,June-15,Killingly,6,12,2015,59
2016,July-15,Killingly,7,1,2015,53
2016,August-15,Killingly,8,2,2015,51
2016,September-15,Killingly,9,3,2015,61
2016,October-15,Killingly,10,4,2015,40
2016,November-15,Killingly,11,5,2015,41
2016,December-15,Killingly,12,6,2015,49
2016,January-16,Killingly,1,7,2016,47
2016,February-16,Killingly,2,8,2016,41
2016,March-16,Killingly,3,9,2016,56
2016,April-16,Killingly,4,10,2016,55
2016,May-16,Killingly,5,11,2016,43
2016,June-16,Killingly,6,12,2016,49
2014,July-13,Lebanon,7,1,2013,29
2014,August-13,Lebanon,8,2,2013,15
2014,September-13,Lebanon,9,3,2013,22
2014,October-13,Lebanon,10,4,2013,26
2014,November-13,Lebanon,11,5,2013,15
2014,December-13,Lebanon,12,6,2013,19
2014,January-14,Lebanon,1,7,2014,25
2014,February-14,Lebanon,2,8,2014,11
2014,March-14,Lebanon,3,9,2014,36
2014,April-14,Lebanon,4,10,2014,30
2014,May-14,Lebanon,5,11,2014,17
2014,June-14,Lebanon,6,12,2014,21
2015,July-14,Lebanon,7,1,2014,20
2015,August-14,Lebanon,8,2,2014,29
2015,September-14,Lebanon,9,3,2014,34
2015,October-14,Lebanon,10,4,2014,31
2015,November-14,Lebanon,11,5,2014,19
2015,December-14,Lebanon,12,6,2014,25
2015,January-15,Lebanon,1,7,2015,20
2015,February-15,Lebanon,2,8,2015,19
2015,March-15,Lebanon,3,9,2015,25
2015,April-15,Lebanon,4,10,2015,24
2015,May-15,Lebanon,5,11,2015,30
2015,June-15,Lebanon,6,12,2015,18
2016,July-15,Lebanon,7,1,2015,26
2016,August-15,Lebanon,8,2,2015,22
2016,September-15,Lebanon,9,3,2015,23
2016,October-15,Lebanon,10,4,2015,23
2016,November-15,Lebanon,11,5,2015,24
2016,December-15,Lebanon,12,6,2015,24
2016,January-16,Lebanon,1,7,2016,18
2016,February-16,Lebanon,2,8,2016,20
2016,March-16,Lebanon,3,9,2016,28
2016,April-16,Lebanon,4,10,2016,26
2016,May-16,Lebanon,5,11,2016,22
2016,June-16,Lebanon,6,12,2016,22
2014,July-13,Ledyard,7,1,2013,12
2014,August-13,Ledyard,8,2,2013,16
2014,September-13,Ledyard,9,3,2013,12
2014,October-13,Ledyard,10,4,2013,21
2014,November-13,Ledyard,11,5,2013,14
2014,December-13,Ledyard,12,6,2013,23
2014,January-14,Ledyard,1,7,2014,31
2014,February-14,Ledyard,2,8,2014,20
2014,March-14,Ledyard,3,9,2014,19
2014,April-14,Ledyard,4,10,2014,22
2014,May-14,Ledyard,5,11,2014,30
2014,June-14,Ledyard,6,12,2014,29
2015,July-14,Ledyard,7,1,2014,11
2015,August-14,Ledyard,8,2,2014,24
2015,September-14,Ledyard,9,3,2014,25
2015,October-14,Ledyard,10,4,2014,17
2015,November-14,Ledyard,11,5,2014,14
2015,December-14,Ledyard,12,6,2014,17
2015,January-15,Ledyard,1,7,2015,15
2015,February-15,Ledyard,2,8,2015,18
2015,March-15,Ledyard,3,9,2015,18
2015,April-15,Ledyard,4,10,2015,26
2015,May-15,Ledyard,5,11,2015,20
2015,June-15,Ledyard,6,12,2015,19
2016,July-15,Ledyard,7,1,2015,7
2016,August-15,Ledyard,8,2,2015,19
2016,September-15,Ledyard,9,3,2015,17
2016,October-15,Ledyard,10,4,2015,22
2016,November-15,Ledyard,11,5,2015,15
2016,December-15,Ledyard,12,6,2015,10
2016,January-16,Ledyard,1,7,2016,17
2016,February-16,Ledyard,2,8,2016,26
2016,March-16,Ledyard,3,9,2016,16
2016,April-16,Ledyard,4,10,2016,22
2016,May-16,Ledyard,5,11,2016,19
2016,June-16,Ledyard,6,12,2016,22
2014,July-13,Litchfield,7,1,2013,11
2014,August-13,Litchfield,8,2,2013,13
2014,September-13,Litchfield,9,3,2013,14
2014,October-13,Litchfield,10,4,2013,14
2014,November-13,Litchfield,11,5,2013,13
2014,December-13,Litchfield,12,6,2013,9
2014,January-14,Litchfield,1,7,2014,14
2014,February-14,Litchfield,2,8,2014,10
2014,March-14,Litchfield,3,9,2014,17
2014,April-14,Litchfield,4,10,2014,11
2014,May-14,Litchfield,5,11,2014,9
2014,June-14,Litchfield,6,12,2014,10
2015,July-14,Litchfield,7,1,2014,13
2015,August-14,Litchfield,8,2,2014,8
2015,September-14,Litchfield,9,3,2014,17
2015,October-14,Litchfield,10,4,2014,18
2015,November-14,Litchfield,11,5,2014,11
2015,December-14,Litchfield,12,6,2014,12
2015,January-15,Litchfield,1,7,2015,11
2015,February-15,Litchfield,2,8,2015,6
2015,March-15,Litchfield,3,9,2015,10
2015,April-15,Litchfield,4,10,2015,11
2015,May-15,Litchfield,5,11,2015,12
2015,June-15,Litchfield,6,12,2015,15
2016,July-15,Litchfield,7,1,2015,12
2016,August-15,Litchfield,8,2,2015,20
2016,September-15,Litchfield,9,3,2015,14
2016,October-15,Litchfield,10,4,2015,9
2016,November-15,Litchfield,11,5,2015,14
2016,December-15,Litchfield,12,6,2015,20
2016,January-16,Litchfield,1,7,2016,18
2016,February-16,Litchfield,2,8,2016,8
2016,March-16,Litchfield,3,9,2016,16
2016,April-16,Litchfield,4,10,2016,10
2016,May-16,Litchfield,5,11,2016,12
2016,June-16,Litchfield,6,12,2016,11
2014,July-13,Madison,7,1,2013,18
2014,August-13,Madison,8,2,2013,15
2014,September-13,Madison,9,3,2013,13
2014,October-13,Madison,10,4,2013,13
2014,November-13,Madison,11,5,2013,12
2014,December-13,Madison,12,6,2013,12
2014,January-14,Madison,1,7,2014,12
2014,February-14,Madison,2,8,2014,22
2014,March-14,Madison,3,9,2014,20
2014,April-14,Madison,4,10,2014,12
2014,May-14,Madison,5,11,2014,12
2014,June-14,Madison,6,12,2014,20
2015,July-14,Madison,7,1,2014,17
2015,August-14,Madison,8,2,2014,19
2015,September-14,Madison,9,3,2014,16
2015,October-14,Madison,10,4,2014,18
2015,November-14,Madison,11,5,2014,9
2015,December-14,Madison,12,6,2014,14
2015,January-15,Madison,1,7,2015,18
2015,February-15,Madison,2,8,2015,8
2015,March-15,Madison,3,9,2015,17
2015,April-15,Madison,4,10,2015,10
2015,May-15,Madison,5,11,2015,10
2015,June-15,Madison,6,12,2015,12
2014,July-13,Manchester,7,1,2013,91
2014,August-13,Manchester,8,2,2013,82
2014,September-13,Manchester,9,3,2013,88
2014,October-13,Manchester,10,4,2013,89
2014,November-13,Manchester,11,5,2013,77
2014,December-13,Manchester,12,6,2013,84
2014,January-14,Manchester,1,7,2014,92
2014,February-14,Manchester,2,8,2014,76
2014,March-14,Manchester,3,9,2014,97
2014,April-14,Manchester,4,10,2014,75
2014,May-14,Manchester,5,11,2014,81
2014,June-14,Manchester,6,12,2014,95
2015,July-14,Manchester,7,1,2014,101
2015,August-14,Manchester,8,2,2014,88
2015,September-14,Manchester,9,3,2014,95
2015,October-14,Manchester,10,4,2014,91
2015,November-14,Manchester,11,5,2014,74
2015,December-14,Manchester,12,6,2014,77
2015,January-15,Manchester,1,7,2015,86
2015,February-15,Manchester,2,8,2015,71
2015,March-15,Manchester,3,9,2015,107
2015,April-15,Manchester,4,10,2015,74
2015,May-15,Manchester,5,11,2015,78
2015,June-15,Manchester,6,12,2015,99
2016,July-15,Manchester,7,1,2015,89
2016,August-15,Manchester,8,2,2015,77
2016,September-15,Manchester,9,3,2015,89
2016,October-15,Manchester,10,4,2015,91
2016,November-15,Manchester,11,5,2015,86
2016,December-15,Manchester,12,6,2015,79
2016,January-16,Manchester,1,7,2016,94
2016,February-16,Manchester,2,8,2016,80
2016,March-16,Manchester,3,9,2016,93
2016,April-16,Manchester,4,10,2016,92
2016,May-16,Manchester,5,11,2016,72
2016,June-16,Manchester,6,12,2016,102
2014,July-13,Mansfield,7,1,2013,19
2014,August-13,Mansfield,8,2,2013,32
2014,September-13,Mansfield,9,3,2013,31
2014,October-13,Mansfield,10,4,2013,31
2014,November-13,Mansfield,11,5,2013,16
2014,December-13,Mansfield,12,6,2013,14
2014,January-14,Mansfield,1,7,2014,20
2014,February-14,Mansfield,2,8,2014,28
2014,March-14,Mansfield,3,9,2014,19
2014,April-14,Mansfield,4,10,2014,19
2014,May-14,Mansfield,5,11,2014,16
2014,June-14,Mansfield,6,12,2014,22
2015,July-14,Mansfield,7,1,2014,18
2015,August-14,Mansfield,8,2,2014,12
2015,September-14,Mansfield,9,3,2014,11
2015,October-14,Mansfield,10,4,2014,20
2015,November-14,Mansfield,11,5,2014,15
2015,December-14,Mansfield,12,6,2014,21
2015,January-15,Mansfield,1,7,2015,9
2015,February-15,Mansfield,2,8,2015,25
2015,March-15,Mansfield,3,9,2015,18
2015,April-15,Mansfield,4,10,2015,18
2015,May-15,Mansfield,5,11,2015,14
2015,June-15,Mansfield,6,12,2015,10
2016,July-15,Mansfield,7,1,2015,21
2016,August-15,Mansfield,8,2,2015,20
2016,September-15,Mansfield,9,3,2015,20
2016,October-15,Mansfield,10,4,2015,20
2016,November-15,Mansfield,11,5,2015,22
2016,December-15,Mansfield,12,6,2015,9
2016,January-16,Mansfield,1,7,2016,23
2016,February-16,Mansfield,2,8,2016,20
2016,March-16,Mansfield,3,9,2016,17
2016,April-16,Mansfield,4,10,2016,18
2016,May-16,Mansfield,5,11,2016,12
2016,June-16,Mansfield,6,12,2016,12
