"","X","ProfileNo","OrganizationIdentificationID","DepartmentName","OrganizationActivityText","ReportingOfficerIdentificationID","InterventionIdentificationID","IdentificationCategoryDescriptionText","InterventionDate","Month","SubjectRaceCode","SubjectEthnicityCode","SubjectSexCode","SubjectAge","ResidentIndicator","TownRecidentIndicator","InterventionLocationName","InterventionLocationDescriptionText","InterventionLocationLatitude","DegreeY","MinY","SecondY","InterventionLocationLongitude","DegreeX","MinX","SecondX","InterventionReasonCode","InterventionTechniqueCode","InterventionDurationCode","TowedIndicator","StatuteCodeIdentificationID","Reason.for.Stop","StatutatoryCitation","VehicleSearchedIndicator","SearchAuthorizationCode","ContrabandIndicator","CustodialArrestIndicator","InterventionDispositionCode","InterventionDispositionDate","InterventionDispositionReasonText","IsStatuteCodeValid","IsStatutatoryCitationValid","IsaTest","RecordCount","SourceId","SourceReferenceId","InterventionTime","town"
"15318",15318,1918875,"CT0006200","Hamden","Racial Profile","100000660","1300045494","Incident ID","Sunday, October 20, 2013",NA,"B","N","M",34,TRUE,FALSE,"HAMDEN              ","dixwell avenue/dudley street",41.34312,NA,NA,NA,-72.934641,NA,NA,NA,"I","B",1,FALSE,"14-147","Other","14-147",FALSE,"N",FALSE,FALSE,"N",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.946226851851852,"New Britain"
"15319",15319,1918827,"CT0006200","Hamden","Racial Profile","100000655","1300045496","Incident ID","Sunday, October 20, 2013",NA,"B","N","M",50,TRUE,TRUE,"HAMDEN              ","dixwell ave./third st.",41.3442,NA,NA,NA,-72.9349,NA,NA,NA,"V","G",2,FALSE,"14-147(c)","Other","14-147(c)",FALSE,"N",FALSE,FALSE,"M",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.990694444444444,"New Britain"
"15320",15320,1918670,"CT0006200","Hamden","Racial Profile","100000546","1300045471","Incident ID","Sunday, October 20, 2013",NA,"W","N","F",30,TRUE,FALSE,"HAMDEN              ","whitney ave",41.400725,NA,NA,NA,-72.897609,NA,NA,NA,"V","B",1,FALSE,"14-236","Moving Violation",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.740972222222222,"New Britain"
"15321",15321,1918752,"CT0006200","Hamden","Racial Profile","100000577","1300045408","Incident ID","Sunday, October 20, 2013",NA,"W","N","F",25,TRUE,FALSE,"HAMDEN              ","Dixwell/First",41.342424,NA,NA,NA,-72.934807,NA,NA,NA,"E","B",1,FALSE,"14-96a(a)","Defective Lights",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.101678240740741,"New Britain"
"15322",15322,1918671,"CT0006200","Hamden","Racial Profile","100000546","1300045478","Incident ID","Sunday, October 20, 2013",NA,"W","N","M",50,FALSE,FALSE,"HAMDEN              ","whitney ave/sherman ave",41.413826,NA,NA,NA,-72.902035,NA,NA,NA,"E","B",1,FALSE,"14-96a(a)","Defective Lights","14-96a(a)",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.827476851851852,"New Britain"
"15323",15323,1918824,"CT0006200","Hamden","Racial Profile","100000655","1300045386","Incident ID","Sunday, October 20, 2013",NA,"B","N","M",19,TRUE,TRUE,"HAMDEN              ","michael rd. oberlin",41.348798,NA,NA,NA,-72.951213,NA,NA,NA,"I","G",1,FALSE,"14-96a(a)","Defective Lights",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.00134259259259259,"New Britain"
"15324",15324,1918873,"CT0006200","Hamden","Racial Profile","100000660","1300045474","Incident ID","Sunday, October 20, 2013",NA,"B","N","F",22,TRUE,FALSE,"HAMDEN              ","DIXWELL AVENUE/ MORSE ST",41.338195,NA,NA,NA,-72.935221,NA,NA,NA,"V","G",1,FALSE,"14-299","Traffic Control Signal","14-299",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.768576388888889,"New Britain"
"15325",15325,1918857,"CT0006200","Hamden","Racial Profile","100000657","1300045504","Incident ID","Monday, October 21, 2013",NA,"B","N","F",40,TRUE,FALSE,"HAMDEN              ","st.mary/goodrich",41.335515,NA,NA,NA,-72.932048,NA,NA,NA,"E","G",1,FALSE,"14-96c","Defective Lights",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0443981481481482,"New Britain"
"15326",15326,1918756,"CT0006200","Hamden","Racial Profile","100000598","1300045498","Incident ID","Monday, October 21, 2013",NA,"B","N","M",39,TRUE,FALSE,"HAMDEN              ","2040 dixwell ave",41.367397,NA,NA,NA,-72.92124214,NA,NA,NA,"E","G",1,FALSE,"14-96a(a)","Defective Lights","14-96a(a)",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0145138888888889,"New Britain"
"15327",15327,1918455,"CT0006200","Hamden","Racial Profile","100000150","1300045550","Incident ID","Monday, October 21, 2013",NA,"W","N","M",32,TRUE,FALSE,"HAMDEN              ","DIXWELL AVE",41.360929,NA,NA,NA,-72.924754,NA,NA,NA,"V","G",1,FALSE,"14-279","Other","14-279",FALSE,"N",FALSE,FALSE,"I",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.386319444444444,"New Britain"
"15328",15328,1918454,"CT0006200","Hamden","Racial Profile","100000150","1300045547","Incident ID","Monday, October 21, 2013",NA,"W","N","F",59,TRUE,FALSE,"HAMDEN              ","DIXWELL AVE",41.360929,NA,NA,NA,-72.924754,NA,NA,NA,"V","G",1,FALSE,"14-279","Other","14-279",FALSE,"N",FALSE,FALSE,"I",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.373020833333333,"New Britain"
"15329",15329,1918456,"CT0006200","Hamden","Racial Profile","100000150","1300045556","Incident ID","Monday, October 21, 2013",NA,"W","N","M",33,TRUE,TRUE,"HAMDEN              ","HARTFORD TPKE",0,NA,NA,NA,0,NA,NA,NA,"V","G",1,FALSE,"14-279","Other","14-279",FALSE,"N",FALSE,FALSE,"I",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.40275462962963,"New Britain"
"15330",15330,1918701,"CT0006200","Hamden","Racial Profile","100000556","1300045602","Incident ID","Monday, October 21, 2013",NA,"B","N","F",24,TRUE,TRUE,"HAMDEN              ","dixwell av",41.364729,NA,NA,NA,-72.922541,NA,NA,NA,"V","G",1,FALSE,"14-296aa(c)","Cell Phone",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.696851851851852,"New Britain"
"15331",15331,1918856,"CT0006200","Hamden","Racial Profile","100000657","1300045503","Incident ID","Monday, October 21, 2013",NA,"B","N","F",23,TRUE,FALSE,"HAMDEN              ","dixwell/cherry ann",41.335531,NA,NA,NA,-72.935233,NA,NA,NA,"E","G",1,FALSE,"14-96a(a)","Defective Lights",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0248032407407407,"New Britain"
"15332",15332,1918443,"CT0006200","Hamden","Racial Profile","100000128","1300045546","Incident ID","Monday, October 21, 2013",NA,"W","N","M",28,TRUE,TRUE,"HAMDEN              ","whi/wash",41.388314,NA,NA,NA,-72.90004,NA,NA,NA,"V","G",1,FALSE,"14-242","Moving Violation","14-12(a)",FALSE,"N",FALSE,FALSE,"I",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.373113425925926,"New Britain"
"15333",15333,1918522,"CT0006200","Hamden","Racial Profile","100000244","1300045526","Incident ID","Monday, October 21, 2013",NA,"W","N","M",30,TRUE,FALSE,"HAMDEN              ","na",41.436903,NA,NA,NA,-72.908885,NA,NA,NA,"V","B",1,FALSE,"14-218a","Speed Related",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.258645833333333,"New Britain"
"15334",15334,1918866,"CT0006200","Hamden","Racial Profile","100000659","1300045630","Incident ID","Monday, October 21, 2013",NA,"W","H","M",32,TRUE,FALSE,"HAMDEN              ","Park and Farm",41.334195,NA,NA,NA,-72.902005,NA,NA,NA,"V","G",1,FALSE,"14-301","Stop Sign","14-301",FALSE,"N",FALSE,FALSE,"I",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.881180555555556,"New Britain"
"15335",15335,1918865,"CT0006200","Hamden","Racial Profile","100000659","1300045618","Incident ID","Monday, October 21, 2013",NA,"W","N","F",22,TRUE,FALSE,"HAMDEN              ","Park and Farm",41.334195,NA,NA,NA,-72.902005,NA,NA,NA,"V","G",1,FALSE,"14-301","Stop Sign","14-301",FALSE,"N",FALSE,FALSE,"I",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.761006944444444,"New Britain"
"15336",15336,1918496,"CT0006200","Hamden","Racial Profile","100000223","1300045632","Incident ID","Monday, October 21, 2013",NA,"W","N","M",58,TRUE,TRUE,"HAMDEN              ","clifford  ralston",41.346057,NA,NA,NA,-72.916735,NA,NA,NA,"E","G",1,FALSE,"14-96a(a)","Defective Lights",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.894571759259259,"New Britain"
"15337",15337,1918559,"CT0006200","Hamden","Racial Profile","100000412","1300045614","Incident ID","Monday, October 21, 2013",NA,"W","N","M",21,TRUE,FALSE,"HAMDEN              ","putnam/newhall",41.343682,NA,NA,NA,-72.926341,NA,NA,NA,"V","G",1,FALSE,"14-147c","Other",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.728726851851852,"New Britain"
"15338",15338,1918591,"CT0006200","Hamden","Racial Profile","100000471","1300045577","Incident ID","Monday, October 21, 2013",NA,"W","N","M",50,TRUE,TRUE,"HAMDEN              ","putnum av newhall st",41.343682,NA,NA,NA,-72.926341,NA,NA,NA,"V","G",1,FALSE,"14-299","Traffic Control Signal","14-299",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.494444444444444,"New Britain"
"15339",15339,1918495,"CT0006200","Hamden","Racial Profile","100000223","1300045613","Incident ID","Monday, October 21, 2013",NA,"W","H","M",40,TRUE,TRUE,"HAMDEN              ","Dixwell Ave/Evergreen Ave",41.382587,NA,NA,NA,-72.909298,NA,NA,NA,"V","G",1,FALSE,"14-299","Traffic Control Signal",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.723831018518518,"New Britain"
"15340",15340,1918754,"CT0006200","Hamden","Racial Profile","100000577","1300045640","Incident ID","Monday, October 21, 2013",NA,"W","N","F",22,TRUE,FALSE,"HAMDEN              ","whitney/rt140",41.400725,NA,NA,NA,-72.897609,NA,NA,NA,"V","B",1,FALSE,"14-12a","Registration",NA,FALSE,"N",FALSE,FALSE,"W",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.992048611111111,"New Britain"
"15341",15341,1918753,"CT0006200","Hamden","Racial Profile","100000577","1300045497","Incident ID","Monday, October 21, 2013",NA,"B","N","M",36,FALSE,FALSE,"HAMDEN              ","Hellen street/ alenier",41.347426,NA,NA,NA,-72.937448,NA,NA,NA,"E","B",1,FALSE,"14-96e","Defective Lights","14-12a*",FALSE,"N",FALSE,FALSE,"I",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0123148148148148,"New Britain"
"15342",15342,1918864,"CT0006200","Hamden","Racial Profile","100000659","1300045609","Incident ID","Monday, October 21, 2013",NA,"W","N","M",61,TRUE,FALSE,"HAMDEN              ","Park and Farm",41.334195,NA,NA,NA,-72.902005,NA,NA,NA,"V","G",1,FALSE,"14-301","Stop Sign","14-301",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.710625,"New Britain"
"15343",15343,1918546,"CT0006200","Hamden","Racial Profile","100000409","1300045548","Incident ID","Monday, October 21, 2013",NA,"W","N","M",30,TRUE,FALSE,"HAMDEN              ","dixwell/homestead",41.35667,NA,NA,NA,-72.927533,NA,NA,NA,"E","G",1,FALSE,"14-289d(b)","Other","14-289d(b)",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.381458333333333,"New Britain"
"15344",15344,1918867,"CT0006200","Hamden","Racial Profile","100000659","1300045633","Incident ID","Monday, October 21, 2013",NA,"W","H","M",23,TRUE,FALSE,"HAMDEN              ","Int. of Park and Farm",41.334195,NA,NA,NA,-72.902005,NA,NA,NA,"V","G",1,FALSE,"14-301","Stop Sign","14-215(a)",FALSE,"N",FALSE,FALSE,"M",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.895034722222222,"New Britain"
"15345",15345,1918444,"CT0006200","Hamden","Racial Profile","100000128","1300045552","Incident ID","Monday, October 21, 2013",NA,"W","N","M",28,TRUE,TRUE,"HAMDEN              ","WHI/WASH",41.388314,NA,NA,NA,-72.90004,NA,NA,NA,"E","G",1,FALSE,"14-98a","Other","14-98a",FALSE,"N",FALSE,FALSE,"W",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.391956018518519,"New Britain"
"15346",15346,1918560,"CT0006200","Hamden","Racial Profile","100000412","1300045637","Incident ID","Monday, October 21, 2013",NA,"B","N","M",42,TRUE,FALSE,"NEW HAVEN           ","sherman/pond",41.334333,NA,NA,NA,-72.937865,NA,NA,NA,"V","B",1,FALSE,"14-301","Stop Sign",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.954618055555556,"New Britain"
"15347",15347,1918523,"CT0006200","Hamden","Racial Profile","100000244","1300045528","Incident ID","Monday, October 21, 2013",NA,"W","N","M",40,FALSE,FALSE,"HAMDEN              ","na",41.392153,NA,NA,NA,-72.897591,NA,NA,NA,"V","B",1,FALSE,"14-218a","Speed Related",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.264525462962963,"New Britain"
"15348",15348,1918619,"CT0006200","Hamden","Racial Profile","100000475","1300045675","Incident ID","Tuesday, October 22, 2013",NA,"B","N","F",43,TRUE,FALSE,"HAMDEN              ","dixwell / secound",41.34312,NA,NA,NA,-72.934641,NA,NA,NA,"V","B",1,FALSE,"14-12a","Registration","14-12a",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.33619212962963,"New Britain"
"15349",15349,1918596,"CT0006200","Hamden","Racial Profile","100000472","1300045747","Incident ID","Tuesday, October 22, 2013",NA,"W","N","M",25,TRUE,FALSE,"HAMDEN              ","2100 dixwell ave",41.367397,NA,NA,NA,-72.92124214,NA,NA,NA,"V","B",1,FALSE,"14-12(a)","Registration","14-12(a)",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.669675925925926,"New Britain"
"15350",15350,1918524,"CT0006200","Hamden","Racial Profile","100000244","1300045670","Incident ID","Tuesday, October 22, 2013",NA,"W","N","F",50,TRUE,TRUE,"HAMDEN              ","whitney ave @ rt 40",41.400725,NA,NA,NA,-72.897609,NA,NA,NA,"V","B",1,FALSE,"14-218a","Speed Related","14-218a",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.234780092592593,"New Britain"
"15351",15351,1918595,"CT0006200","Hamden","Racial Profile","100000472","1300045742","Incident ID","Tuesday, October 22, 2013",NA,"W","N","F",25,TRUE,TRUE,"HAMDEN              ","2300 dixwell",41.3731,NA,NA,NA,-72.9187,NA,NA,NA,"V","B",1,FALSE,"14-296aa(b)","Cell Phone","14-296aa(b)",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.656400462962963,"New Britain"
"15352",15352,1918691,"CT0006200","Hamden","Racial Profile","100000554","1300045761","Incident ID","Tuesday, October 22, 2013",NA,"B","N","F",36,FALSE,FALSE,"HAMDEN              "," Int. Cherry Ann and Bowen St",41.33569,NA,NA,NA,-72.937879,NA,NA,NA,"V","G",1,FALSE,"14-301","Stop Sign","14-301",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.771053240740741,"New Britain"
"15353",15353,1918694,"CT0006200","Hamden","Racial Profile","100000554","1300045779","Incident ID","Tuesday, October 22, 2013",NA,"B","N","M",22,TRUE,FALSE,"HAMDEN              ","INT. Goodwrich and Shelton",41.337425,NA,NA,NA,-72.929503,NA,NA,NA,"V","G",1,FALSE,"14-218a","Speed Related",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.918981481481482,"New Britain"
"15354",15354,1918690,"CT0006200","Hamden","Racial Profile","100000554","1300045744","Incident ID","Tuesday, October 22, 2013",NA,"W","H","M",25,TRUE,TRUE,"HAMDEN              ","dixwell / first",41.342424,NA,NA,NA,-72.934807,NA,NA,NA,"V","G",1,FALSE,"14-218a","Speed Related",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.657881944444444,"New Britain"
"15355",15355,1918672,"CT0006200","Hamden","Racial Profile","100000546","1300045768","Incident ID","Tuesday, October 22, 2013",NA,"B","N","F",20,TRUE,TRUE,"HAMDEN              ","shepard ave.",41.415609,NA,NA,NA,-72.922237,NA,NA,NA,"V","B",1,FALSE,"14-301","Stop Sign",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.808935185185185,"New Britain"
"15356",15356,1918692,"CT0006200","Hamden","Racial Profile","100000554","1300045761","Incident ID","Tuesday, October 22, 2013",NA,"B","N","F",36,TRUE,FALSE,"HAMDEN              ","Cherry Ann and Bowen st",41.33569,NA,NA,NA,-72.937879,NA,NA,NA,"V","G",1,FALSE,"14-301","Stop Sign","14-301",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.771053240740741,"New Britain"
"15357",15357,1918769,"CT0006200","Hamden","Racial Profile","100000604","1300045647","Incident ID","Tuesday, October 22, 2013",NA,"W","N","F",25,TRUE,FALSE,"HAMDEN              ","DIXWELL AVE AND HAMDEN PLAZA",41.3699,NA,NA,NA,-72.921,NA,NA,NA,"V","G",1,FALSE,"14-296aa(b)","Cell Phone","14-296aa(b)",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.017337962962963,"New Britain"
"15358",15358,1918510,"CT0006200","Hamden","Racial Profile","100000230","1300045654","Incident ID","Tuesday, October 22, 2013",NA,"W","N","M",45,TRUE,TRUE,"HAMDEN              ","Whitney Ave/Mather St",41.346024,NA,NA,NA,-72.912455,NA,NA,NA,"V","B",1,FALSE,"14-218a","Speed Related","14-218a",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0444328703703704,"New Britain"
"15359",15359,1918828,"CT0006200","Hamden","Racial Profile","100000655","1300045653","Incident ID","Tuesday, October 22, 2013",NA,"B","N","F",21,TRUE,TRUE,"HAMDEN              ","arch st./warner st.",41.338347,NA,NA,NA,-72.939954,NA,NA,NA,"V","G",2,FALSE,"14-299","Traffic Control Signal","14-215",FALSE,"N",FALSE,FALSE,"M",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.032974537037037,"New Britain"
"15360",15360,1918693,"CT0006200","Hamden","Racial Profile","100000554","1300045764","Incident ID","Tuesday, October 22, 2013",NA,"B","N","M",30,FALSE,FALSE,"HAMDEN              ","goodrich and shelton",41.335373,NA,NA,NA,-72.930208,NA,NA,NA,"V","G",1,FALSE,"14-213b","Other",NA,TRUE,"C",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.788831018518518,"New Britain"
"15361",15361,1918529,"CT0006200","Hamden","Racial Profile","100000249","1300045703","Incident ID","Tuesday, October 22, 2013",NA,"B","N","F",23,TRUE,TRUE,"HAMDEN              ","2100 Dixwell Ave",41.3699,NA,NA,NA,-72.921,NA,NA,NA,"V","G",1,FALSE,"01-000","Other","01-000",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.4615625,"New Britain"
"15362",15362,1918620,"CT0006200","Hamden","Racial Profile","100000475","1300045902","Incident ID","Wednesday, October 23, 2013",NA,"W","N","F",39,TRUE,TRUE,"HAMDEN              ","dixwell/robert",41.361814,NA,NA,NA,-72.924259,NA,NA,NA,"V","B",1,FALSE,"14-298","Other","14-298",FALSE,"N",FALSE,FALSE,"W",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.8325,"New Britain"
"15363",15363,1918770,"CT0006200","Hamden","Racial Profile","100000604","1300045783","Incident ID","Wednesday, October 23, 2013",NA,"B","N","M",35,FALSE,FALSE,"HAMDEN              ","prospect st and prospect ct",41.337243,NA,NA,NA,-72.919288,NA,NA,NA,"I","G",1,FALSE,"14-000","Other",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.00635416666666667,"New Britain"
"15364",15364,1918786,"CT0006200","Hamden","Racial Profile","100000625","1300045900","Incident ID","Wednesday, October 23, 2013",NA,"W","N","M",50,TRUE,TRUE,"Hamden              ","3714 Whitney Ave",41.429073,NA,NA,NA,-72.906513,NA,NA,NA,"I","G",1,FALSE,"01-000","Other","01-000",FALSE,"N",FALSE,FALSE,"N",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.826053240740741,"New Britain"
"15365",15365,1918724,"CT0006200","Hamden","Racial Profile","100000573","1300045895","Incident ID","Wednesday, October 23, 2013",NA,"W","N","M",50,TRUE,FALSE,"HAMDEN              ","hamden",41.43506,NA,NA,NA,-72.941883,NA,NA,NA,"V","G",1,FALSE,"14-218a","Speed Related",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.75431712962963,"New Britain"
"15366",15366,1918787,"CT0006200","Hamden","Racial Profile","100000625","1300045900","Incident ID","Wednesday, October 23, 2013",NA,"W","N","M",50,TRUE,TRUE,"Hamden              ","3714 Whitney Ave",41.429073,NA,NA,NA,-72.906513,NA,NA,NA,"I","G",1,FALSE,"01-000","Other","01-000",FALSE,"N",FALSE,FALSE,"N",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.826053240740741,"New Britain"
"15367",15367,1918720,"CT0006200","Hamden","Racial Profile","100000573","1300045884","Incident ID","Wednesday, October 23, 2013",NA,"B","N","M",40,TRUE,FALSE,"HAMDEN              ","HAMDEN",41.43506,NA,NA,NA,-72.941883,NA,NA,NA,"V","G",1,FALSE,"14-218a","Speed Related",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.723263888888889,"New Britain"
"15368",15368,1918718,"CT0006200","Hamden","Racial Profile","100000573","1300045880","Incident ID","Wednesday, October 23, 2013",NA,"W","N","M",28,TRUE,TRUE,"HAMDEN              ","HAMDEN",41.43506,NA,NA,NA,-72.941883,NA,NA,NA,"V","G",1,FALSE,"14-218a","Speed Related",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.706655092592593,"New Britain"
"15369",15369,1918719,"CT0006200","Hamden","Racial Profile","100000573","1300045880","Incident ID","Wednesday, October 23, 2013",NA,"W","N","M",25,TRUE,TRUE,"HAMDEN              ","HAMDEN",41.43506,NA,NA,NA,-72.941883,NA,NA,NA,"V","G",1,FALSE,"14-218a","Speed Related",NA,FALSE,"N",FALSE,FALSE,"W",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.706655092592593,"New Britain"
"15370",15370,1918771,"CT0006200","Hamden","Racial Profile","100000604","1300045795","Incident ID","Wednesday, October 23, 2013",NA,"W","N","M",33,TRUE,FALSE,"HAMDEN              ","whitney ave and armory st",41.33655,NA,NA,NA,-72.911426,NA,NA,NA,"V","G",1,FALSE,"14-218a","Speed Related","14-218a",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0591666666666667,"New Britain"
"15371",15371,1918723,"CT0006200","Hamden","Racial Profile","100000573","1300045894","Incident ID","Wednesday, October 23, 2013",NA,"W","N","M",34,TRUE,FALSE,"HAMDEN              ","HAMDEN",41.43506,NA,NA,NA,-72.941883,NA,NA,NA,"V","G",1,FALSE,"14-218a","Speed Related",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.75,"New Britain"
"15372",15372,1918722,"CT0006200","Hamden","Racial Profile","100000573","1300045892","Incident ID","Wednesday, October 23, 2013",NA,"W","N","F",45,TRUE,TRUE,"HAMDEN              ","HAMDEN",41.43506,NA,NA,NA,-72.941883,NA,NA,NA,"V","G",1,FALSE,"14-218a","Speed Related",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.74162037037037,"New Britain"
"15373",15373,1918721,"CT0006200","Hamden","Racial Profile","100000573","1300045887","Incident ID","Wednesday, October 23, 2013",NA,"W","N","F",45,TRUE,FALSE,"HAMDEN              ","HAMDEN",41.423574,NA,NA,NA,-72.944542,NA,NA,NA,"V","G",1,FALSE,"14-218a","Speed Related",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.733009259259259,"New Britain"
"15374",15374,1918710,"CT0006200","Hamden","Racial Profile","100000565","1300045913","Incident ID","Wednesday, October 23, 2013",NA,"W","N","M",31,TRUE,FALSE,"HAMDEN              ","Arch & Fitch",41.338294,NA,NA,NA,-72.941115,NA,NA,NA,"E","B",1,FALSE,"14-80(a)*","Equipment Violation","14-80(a)*",FALSE,"N",FALSE,FALSE,"I",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.889537037037037,"New Britain"
"15375",15375,1918408,"CT0006200","Hamden","Racial Profile","100000079","1300045919","Incident ID","Wednesday, October 23, 2013",NA,"B","H","M",20,TRUE,TRUE,"HAMDEN              ","circular ave",41.357957,NA,NA,NA,-72.937146,NA,NA,NA,"E","G",1,FALSE,"14-96c","Defective Lights","14-96e",TRUE,"O",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.940381944444444,"New Britain"
"15376",15376,1918812,"CT0006200","Hamden","Racial Profile","100000654","1300045792","Incident ID","Wednesday, October 23, 2013",NA,"W","H","M",24,TRUE,TRUE,"HAMDEN              ","Dixwell Ave./Mather St.",41.35903,NA,NA,NA,-72.925794,NA,NA,NA,"V","G",1,FALSE,"14-230","Moving Violation","14-230",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0476041666666667,"New Britain"
